row_label_raw,row_label_full,col_0,2024VND,2023VND,numeric__2024VND,numeric__2023VND
Doanh thu,Doanh thu,Doanh thu,Doanh thu,Doanh thu,,
Doanh thu bán hàng,Doanh thu > Doanh thu bán hàng,Doanh thu bán hàng,20.707.151.218.238,18.617.853.620.547,20707151218238.0,18617853620547.0
Doanh thu cung cấp dịch vụ,Doanh thu > Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,365.973.658,3.358.947.160,365973658.0,3358947160.0
,,,20.707.517.191.896,18.621.212.567.707,20707517191896.0,18621212567707.0
Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,Các khoản giảm trừ,,
Chiết khấu thương mại,Các khoản giảm trừ > Chiết khấu thương mại,Chiết khấu thương mại,(90.695.297.648),(19.463.621.089),-90695297648.0,-19463621089.0
Giảm giá hàng bán,Các khoản giảm trừ > Giảm giá hàng bán,Giảm giá hàng bán,(3.199.209.989),(12.418.203),-3199209989.0,-12418203.0
Hàng bán bị trả lại,Các khoản giảm trừ > Hàng bán bị trả lại,Hàng bán bị trả lại,(4.600.494.182),(5.762.275.328),-4600494182.0,-5762275328.0
,,,(98.495.001.819),(25.238.314.620),-98495001819.0,-25238314620.0
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,
Doanh thu thuần về bán hàng,Doanh thu thuần > Doanh thu thuần về bán hàng,Doanh thu thuần về bán hàng,20.608.656.216.419,18.592.615.305.927,20608656216419.0,18592615305927.0
Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần > Doanh thu thuần về cung cấp dịch vụ,Doanh thu thuần về cung cấp dịch vụ,365.973.658,3.358.947.160,365973658.0,3358947160.0
,,,20.609.022.190.077,18.595.974.253.087,20609022190077.0,18595974253087.0
