row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,Cho vay các tổ chức kinh tế,,
"Bán buôn và bán lẻ; sửa chữa mộtô, ôtô, xe máy và xe có động cơ khác","Cho vay các tổ chức kinh tế > Bán buôn và bán lẻ; sửa chữa mộtô, ôtô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa mộtô, ôtô, xe máy và xe có động cơ khác",15.350.871,8.764.143,15350871.0,8764143.0
"Công nghiệp chế biến, chế tạo","Cho vay các tổ chức kinh tế > Công nghiệp chế biến, chế tạo","Công nghiệp chế biến, chế tạo",11.179.833,4.809.646,11179833.0,4809646.0
Xây dựng,Cho vay các tổ chức kinh tế > Xây dựng,Xây dựng,7.681.082,10.702.098,7681082.0,10702098.0
Hoạt động kinh doanh bất động sản,Cho vay các tổ chức kinh tế > Hoạt động kinh doanh bất động sản,Hoạt động kinh doanh bất động sản,6.971.186,2.685.188,6971186.0,2685188.0
Hoạt động tài chính và bảo hiểm,Cho vay các tổ chức kinh tế > Hoạt động tài chính và bảo hiểm,Hoạt động tài chính và bảo hiểm,4.275.573,2.809.960,4275573.0,2809960.0
Thông tin và truyền thông,Cho vay các tổ chức kinh tế > Thông tin và truyền thông,Thông tin và truyền thông,2.609.604,71.927,2609604.0,71927.0
"Nghệ thuật, vui chơi và giải trí","Cho vay các tổ chức kinh tế > Nghệ thuật, vui chơi và giải trí","Nghệ thuật, vui chơi và giải trí",1.886.807,28.567,1886807.0,28567.0
"Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí","Cho vay các tổ chức kinh tế > Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí","Sản xuất và phân phối điện, khí đốt và nước nóng, hơi nước và điều hòa không khí",930.574,2.573.167,930574.0,2573167.0
"Hoạt động chuyên môn, khoa học và công nghệ","Cho vay các tổ chức kinh tế > Hoạt động chuyên môn, khoa học và công nghệ","Hoạt động chuyên môn, khoa học và công nghệ",493.490,57.343,493490.0,57343.0
Vận tải kho bãi,Cho vay các tổ chức kinh tế > Vận tải kho bãi,Vận tải kho bãi,447.202,556.570,447202.0,556570.0
Hoạt động hành chính và dịch vụ hỗ trợ,Cho vay các tổ chức kinh tế > Hoạt động hành chính và dịch vụ hỗ trợ,Hoạt động hành chính và dịch vụ hỗ trợ,352.129,39.391,352129.0,39391.0
Y tế và hoạt động trợ giúp xã hội,Cho vay các tổ chức kinh tế > Y tế và hoạt động trợ giúp xã hội,Y tế và hoạt động trợ giúp xã hội,285.138,86.103,285138.0,86103.0
"Nông nghiệp, lâm nghiệp và thủy sản","Cho vay các tổ chức kinh tế > Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",149.846,3.053.520,149846.0,3053520.0
Khai khoáng,Cho vay các tổ chức kinh tế > Khai khoáng,Khai khoáng,124.421,40.817,124421.0,40817.0
Giáo dục và đào tạo,Cho vay các tổ chức kinh tế > Giáo dục và đào tạo,Giáo dục và đào tạo,45.999,47.411,45999.0,47411.0
Địch vụ lưu trú và ăn uống,Cho vay các tổ chức kinh tế > Địch vụ lưu trú và ăn uống,Địch vụ lưu trú và ăn uống,43.092,153.593,43092.0,153593.0
"Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cho vay các tổ chức kinh tế > Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải","Cung cấp nước; hoạt động quản lý và xử lý rác thải, nước thải",36.023,55.210,36023.0,55210.0
"Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Cho vay các tổ chức kinh tế > Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc","Hoạt động của Đảng Cộng sản, tổ chức chính trị xã hội, quản lý nhà nước, an ninh quốc phòng, bảo đảm xã hội bắt buộc",1.730,-,1730.0,
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Cho vay các tổ chức kinh tế > Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",475,65.281,475.0,65281.0
"Hoạt động của các tổ chức, cơ quan quốc tế","Cho vay các tổ chức kinh tế > Hoạt động của các tổ chức, cơ quan quốc tế","Hoạt động của các tổ chức, cơ quan quốc tế",-,7.000,,7000.0
Hoạt động dịch vụ khác,Cho vay các tổ chức kinh tế > Hoạt động dịch vụ khác,Hoạt động dịch vụ khác,2.552.689,2.808.136,2552689.0,2808136.0
,,,55.417.764,39.415.071,55417764.0,39415071.0
Cho vay cá nhân,Cho vay các tổ chức kinh tế > Cho vay cá nhân,Cho vay cá nhân,43.320.412,58.692.118,43320412.0,58692118.0
,,,98.738.176,98.107.189,98738176.0,98107189.0
