row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2024 Triệu VND,2023 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__2024 Triệu VND,numeric__2023 Triệu VND
1,1,1,Thu nhập lãi và các khoản thu nhập tương tự,26,9.027.696,10.464.069,,26.0,9027696.0,10464069.0
2,2,2,Chỉ phí lãi và các chỉ phí tương tự,26,(5.992.439),(7.705.863),,26.0,-5992439.0,-7705863.0
1,1,1,Thu nhập lãi thuần,26,3.035.257,2.758.206,,26.0,3035257.0,2758206.0
3,3,3,Thu nhập từ hoạt động dịch vụ,27,879.352,1.648.954,,27.0,879352.0,1648954.0
4,4,4,Chỉ phí hoạt động dịch vụ,27,(379.603),(900.000),,27.0,-379603.0,-900000.0
II,II,II,Lãi thuần từ hoạt động dịch vụ,27,499.749,748.954,,27.0,499749.0,748954.0
III,III,III,Lãi thuần từ hoạt động kinh doanh ngoại hồi,28,245.756,228.453,,28.0,245756.0,228453.0
IV,IV,IV,Lãi thuần từ mua bán chứng khoán kinh doanh,29,3.385,5.038,,29.0,3385.0,5038.0
V,V,V,Lãi thuần từ mua bán chứng khoán đầu tư,30,109.475,117.442,,30.0,109475.0,117442.0
5,5,5,Thu nhập từ hoạt động khác,31,646.787,405.873,,31.0,646787.0,405873.0
6,6,6,Chỉ phí hoạt động khác,31,(31.152),(25.890),,31.0,-31152.0,-25890.0
VI,VI,VI,Lãi thuần từ hoạt động khác,31,615.635,379.983,,31.0,615635.0,379983.0
VII,VII,VII,"Thu nhập từ góp vốn, mua cổ phần",32,11.296,97.538,,32.0,11296.0,97538.0
VIII,VIII,VIII,Chỉ phí hoạt động,33,(2.364.544),(2.252.222),,33.0,-2364544.0,-2252222.0
IX,IX,IX,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,2.156.009,2.083.392,,,2156009.0,2083392.0
X,X,X,Chỉ phí dự phòng rủi ro tín dụng,34,(1.411.791),(1.499.348),,34.0,-1411791.0,-1499348.0
XI,XI,XI,Tổng lợi nhuận trước thuế (mang sang trang sau ),,744.218,584.044,,,744218.0,584044.0
