row_label_raw,row_label_full,Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,31/12/2024 > Giá trị ghi số Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,31/12/2024 > Giá trị hợp lý Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,31/12/2023 > Giá trị ghi số Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,31/12/2023 > Giá trị hợp lý Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,numeric__31/12/2024 > Giá trị ghi số Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,numeric__31/12/2024 > Giá trị hợp lý Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,numeric__31/12/2023 > Giá trị ghi số Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:,numeric__31/12/2023 > Giá trị hợp lý Triệu VND > Được phân loại là nợ phải trả tài chính được xác định theo giá trị phân bố:
- Các khoản nợ Chính phủ và NHNNVN,- Các khoản nợ Chính phủ và NHNNVN,- Các khoản nợ Chính phủ và NHNNVN,(3.732.769),(*),-,(*),-3732769.0,,,
- Tiền gửi và vay các TCTD khác,- Tiền gửi và vay các TCTD khác,- Tiền gửi và vay các TCTD khác,(45.930.839),(*),(29.041.487),(*),-45930839.0,,-29041487.0,
- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,- Tiền gửi của khách hàng,(90.729.587),(*),(100.054.059),(*),-90729587.0,,-100054059.0,
- Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,- Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,- Các công cụ tài chính phải sinh và các khoản nợ tài chính khác,(381.690),(*),(265.268),(*),-381690.0,,-265268.0,
"- Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","- Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro","- Vốn tải trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",(9.364),(*),(26.613),(*),-9364.0,,-26613.0,
- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,- Phát hành giấy tờ có giá,(19.230.000),(*),(15.600.000),(*),-19230000.0,,-15600000.0,
"- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả","- Các khoản lãi, phí phải trả",(1.736.021),(*),(3.138.846),(*),-1736021.0,,-3138846.0,
- Các khoản phải trả và công nợ khác,- Các khoản phải trả và công nợ khác,- Các khoản phải trả và công nợ khác,(772.427),(*),(414.152),(*),-772427.0,,-414152.0,
