row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND,numeric__2024Triệu VND,numeric__2023Triệu VND
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,
■ Thu từ các khoản nợ đã được xử lý trước đây,Thu nhập từ hoạt động khác > ■ Thu từ các khoản nợ đã được xử lý trước đây,■ Thu từ các khoản nợ đã được xử lý trước đây,196.165,376.296,196165.0,376296.0
■ Thu từ nghiệp vụ mua bán nợ,Thu nhập từ hoạt động khác > ■ Thu từ nghiệp vụ mua bán nợ,■ Thu từ nghiệp vụ mua bán nợ,306.247,8.191,306247.0,8191.0
■ Lãi từ thanh lý tài sản cố định,Thu nhập từ hoạt động khác > ■ Lãi từ thanh lý tài sản cố định,■ Lãi từ thanh lý tài sản cố định,100.787,613,100787.0,613.0
■ Hoàn ứng chi phí hoạt động,Thu nhập từ hoạt động khác > ■ Hoàn ứng chi phí hoạt động,■ Hoàn ứng chi phí hoạt động,3.306,1.141,3306.0,1141.0
■ Thu nhập khác,Thu nhập từ hoạt động khác > ■ Thu nhập khác,■ Thu nhập khác,40.282,19.632,40282.0,19632.0
,,,646.787,405.873,646787.0,405873.0
Chi phi hoạt động khác,Chi phi hoạt động khác,Chi phi hoạt động khác,Chi phi hoạt động khác,Chi phi hoạt động khác,,
■ Chi hỗ trợ công tác xã hội,Chi phi hoạt động khác > ■ Chi hỗ trợ công tác xã hội,■ Chi hỗ trợ công tác xã hội,(7.225),(13.453),-7225.0,-13453.0
■ Chi về các công cụ tài chính phải sinh khác,Chi phi hoạt động khác > ■ Chi về các công cụ tài chính phải sinh khác,■ Chi về các công cụ tài chính phải sinh khác,(3.706),-,-3706.0,
■ Lỗ từ hợp đồng hoán đổi lãi suất,Chi phi hoạt động khác > ■ Lỗ từ hợp đồng hoán đổi lãi suất,■ Lỗ từ hợp đồng hoán đổi lãi suất,(465),(62),-465.0,-62.0
■ Chi phí khác,Chi phi hoạt động khác > ■ Chi phí khác,■ Chi phí khác,(19.756),(12.375),-19756.0,-12375.0
,,,(31.152),(25.890),-31152.0,-25890.0
Lãi thuần từ hoạt động khác,Chi phi hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,615.635,379.983,615635.0,379983.0
