row_label_raw,row_label_full,Được phân loại là tài sản tài chính được xác định theo giá trị hợp lý thông qua báo cáo kết quả hoạt động,31/12/2024 > Giá trị ghi số Triệu VND,31/12/2024 > Giá trị hợp lý Triệu VND,31/12/2023 > Giá trị ghi số Triệu VND,31/12/2023 > Giá trị hợp lý Triệu VND,numeric__31/12/2024 > Giá trị ghi số Triệu VND,numeric__31/12/2024 > Giá trị hợp lý Triệu VND,numeric__31/12/2023 > Giá trị ghi số Triệu VND,numeric__31/12/2023 > Giá trị hợp lý Triệu VND
- Chứng khoán kinh doanh,- Chứng khoán kinh doanh,- Chứng khoán kinh doanh,118.272,118.272,871.942,871.942,118272.0,118272.0,871942.0,871942.0
Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn:,Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn:,Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn:,,,,,,,,
- Trái phiếu do các tổ chức kinh tế trong nước phát hành – thuần,Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn: > - Trái phiếu do các tổ chức kinh tế trong nước phát hành – thuần,- Trái phiếu do các tổ chức kinh tế trong nước phát hành – thuần,-,(*),519.954,(*),,,519954.0,
- Trái phiếu đặc biệt do VAMC phát hành – thuần,Được phân loại là các khoản đầu tư nắm giữ đến ngày đáo hạn: > - Trái phiếu đặc biệt do VAMC phát hành – thuần,- Trái phiếu đặc biệt do VAMC phát hành – thuần,3.195.199,(*),2.533.056,(*),3195199.0,,2533056.0,
Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,Được phân loại là các khoản cho vay và phải thu:,,,,,,,,
- Tiền mặt,Được phân loại là các khoản cho vay và phải thu: > - Tiền mặt,- Tiền mặt,315.917,315.917,503.043,503.043,315917.0,315917.0,503043.0,503043.0
- Tiền gửi tại Ngân hàng Nhà nước Việt Nam,Được phân loại là các khoản cho vay và phải thu: > - Tiền gửi tại Ngân hàng Nhà nước Việt Nam,- Tiền gửi tại Ngân hàng Nhà nước Việt Nam,2.669.746,2.669.746,3.167.848,3.167.848,2669746.0,2669746.0,3167848.0,3167848.0
- Tiền gửi và cho vay các TCTD khác,Được phân loại là các khoản cho vay và phải thu: > - Tiền gửi và cho vay các TCTD khác,- Tiền gửi và cho vay các TCTD khác,44.348.075,44.348.075,36.416.740,36.416.740,44348075.0,44348075.0,36416740.0,36416740.0
- Cho vay khách hàng – thuần,Được phân loại là các khoản cho vay và phải thu: > - Cho vay khách hàng – thuần,- Cho vay khách hàng – thuần,97.032.286,(*),96.781.614,(*),97032286.0,,96781614.0,
- Hoạt động mua nợ – thuần,Được phân loại là các khoản cho vay và phải thu: > - Hoạt động mua nợ – thuần,- Hoạt động mua nợ – thuần,6.193.062,(*),957.762,(*),6193062.0,,957762.0,
- Tài sản Có khác – thuần,Được phân loại là các khoản cho vay và phải thu: > - Tài sản Có khác – thuần,- Tài sản Có khác – thuần,2.193.685,(*),2.486.964,(*),2193685.0,,2486964.0,
Được phân loại là chứng khoán đầu tư sẵn sàng để bán:,Được phân loại là chứng khoán đầu tư sẵn sàng để bán:,Được phân loại là chứng khoán đầu tư sẵn sàng để bán:,,,,,,,,
- Trái phiếu chính phủ,Được phân loại là chứng khoán đầu tư sẵn sàng để bán: > - Trái phiếu chính phủ,- Trái phiếu chính phủ,9.358.210,(*),8.988.566,(*),9358210.0,,8988566.0,
- Trái phiếu do các TCTD khác trong nước phát hành,Được phân loại là chứng khoán đầu tư sẵn sàng để bán: > - Trái phiếu do các TCTD khác trong nước phát hành,- Trái phiếu do các TCTD khác trong nước phát hành,3.435.721,(*),3.559.950,(*),3435721.0,,3559950.0,
- Trái phiếu do các tổ chức kinh tế trong nước phát hành,Được phân loại là chứng khoán đầu tư sẵn sàng để bán: > - Trái phiếu do các tổ chức kinh tế trong nước phát hành,- Trái phiếu do các tổ chức kinh tế trong nước phát hành,4.970.891,(*),2.821.753,(*),4970891.0,,2821753.0,
- Cổ phiếu do các tổ chức kinh tế trong nước phát hành – chưa niêm yết,Được phân loại là chứng khoán đầu tư sẵn sàng để bán: > - Cổ phiếu do các tổ chức kinh tế trong nước phát hành – chưa niêm yết,- Cổ phiếu do các tổ chức kinh tế trong nước phát hành – chưa niêm yết,2.400,(*),2.400,(*),2400.0,,2400.0,
"- Góp vốn, đầu tư dài hạn","Được phân loại là chứng khoán đầu tư sẵn sàng để bán: > - Góp vốn, đầu tư dài hạn","- Góp vốn, đầu tư dài hạn",58.791,(*),58.791,(*),58791.0,,58791.0,
