row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
"Các khoản lãi, phi phải trả","Các khoản lãi, phi phải trả","Các khoản lãi, phi phải trả","Các khoản lãi, phi phải trả","Các khoản lãi, phi phải trả",,
Lãi phải trả tiền gửi bằng VND,"Các khoản lãi, phi phải trả > Lãi phải trả tiền gửi bằng VND",Lãi phải trả tiền gửi bằng VND,799.993,796.157,799993.0,796157.0
Lãi phải trả tiền gửi tiết kiệm bằng VND,"Các khoản lãi, phi phải trả > Lãi phải trả tiền gửi tiết kiệm bằng VND",Lãi phải trả tiền gửi tiết kiệm bằng VND,558.472,1.765.922,558472.0,1765922.0
Lãi phải trả phát hành giấy tờ có giá bằng VND,"Các khoản lãi, phi phải trả > Lãi phải trả phát hành giấy tờ có giá bằng VND",Lãi phải trả phát hành giấy tờ có giá bằng VND,267.121,340.981,267121.0,340981.0
Lãi phải trả tiền gửi bằng ngoại tệ,"Các khoản lãi, phi phải trả > Lãi phải trả tiền gửi bằng ngoại tệ",Lãi phải trả tiền gửi bằng ngoại tệ,41.905,16.623,41905.0,16623.0
Lãi phải trả từ giao dịch hoán đối,"Các khoản lãi, phi phải trả > Lãi phải trả từ giao dịch hoán đối",Lãi phải trả từ giao dịch hoán đối,27.055,165.751,27055.0,165751.0
Lãi phải trả từ giao dịch kỳ hạn,"Các khoản lãi, phi phải trả > Lãi phải trả từ giao dịch kỳ hạn",Lãi phải trả từ giao dịch kỳ hạn,26.810,35.739,26810.0,35739.0
Lãi phải trả cho tiền vay bằng VND,"Các khoản lãi, phi phải trả > Lãi phải trả cho tiền vay bằng VND",Lãi phải trả cho tiền vay bằng VND,11.022,14.204,11022.0,14204.0
Lãi phải trả cho tiền vay bằng ngoại tệ,"Các khoản lãi, phi phải trả > Lãi phải trả cho tiền vay bằng ngoại tệ",Lãi phải trả cho tiền vay bằng ngoại tệ,1.721,3.463,1721.0,3463.0
"Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND","Các khoản lãi, phi phải trả > Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND","Lãi phải trả cho vốn tài trợ, ủy thác đầu tư bằng VND",1,6,1.0,6.0
Lãi phải trả cho khoản nhận cấp tín dụng khác bằng VND,"Các khoản lãi, phi phải trả > Lãi phải trả cho khoản nhận cấp tín dụng khác bằng VND",Lãi phải trả cho khoản nhận cấp tín dụng khác bằng VND,1.921,-,1921.0,
,,,1.736.021,3.138.846,1736021.0,3138846.0
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,,
Các khoản phải trả nhân viên,Các khoản phải trả nội bộ > Các khoản phải trả nhân viên,Các khoản phải trả nhân viên,55.509,55.341,55509.0,55341.0
"Quỹ khen thưởng, phúc lợi (i)","Các khoản phải trả nội bộ > Quỹ khen thưởng, phúc lợi (i)","Quỹ khen thưởng, phúc lợi (i)",39.929,19.806,39929.0,19806.0
Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,Các khoản phải trả bên ngoài,,
Các khoản chờ thanh toán,Các khoản phải trả bên ngoài > Các khoản chờ thanh toán,Các khoản chờ thanh toán,465.727,287.384,465727.0,287384.0
Các khoản phải trả khách hàng và nhà cung cấp,Các khoản phải trả bên ngoài > Các khoản phải trả khách hàng và nhà cung cấp,Các khoản phải trả khách hàng và nhà cung cấp,165.121,35.285,165121.0,35285.0
Thanh toán giữa các tổ chức tín dụng,Các khoản phải trả bên ngoài > Thanh toán giữa các tổ chức tín dụng,Thanh toán giữa các tổ chức tín dụng,99.743,-,99743.0,
Thuế và các khoản phải nộp Nhà nước (Thuyết minh 38),Các khoản phải trả bên ngoài > Thuế và các khoản phải nộp Nhà nước (Thuyết minh 38),Thuế và các khoản phải nộp Nhà nước (Thuyết minh 38),66.812,7.214,66812.0,7214.0
Tiền thu được từ các khoản nợ đã bán,Các khoản phải trả bên ngoài > Tiền thu được từ các khoản nợ đã bán,Tiền thu được từ các khoản nợ đã bán,41.113,90.759,41113.0,90759.0
Doanh thu chờ phân bổ,Các khoản phải trả bên ngoài > Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,6.342,9.869,6342.0,9869.0
Cổ tức phải trả,Các khoản phải trả bên ngoài > Cổ tức phải trả,Cổ tức phải trả,724,724,724.0,724.0
Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,Các khoản phải trả khác,,
"Thừa quỹ, tài sản thừa chờ xử lý","Các khoản phải trả khác > Thừa quỹ, tài sản thừa chờ xử lý","Thừa quỹ, tài sản thừa chờ xử lý",1.259,1.108,1259.0,1108.0
Các khoản phải trả khác,Các khoản phải trả khác > Các khoản phải trả khác,Các khoản phải trả khác,6.798,5.961,6798.0,5961.0
,,,949.077,513.451,949077.0,513451.0
,,,2.685.098,3.652.297,2685098.0,3652297.0
