row_label_raw,row_label_full,col_0,col_1,Thuyết minh,31/12/2024 Triệu VND,31/12/2023 Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__31/12/2024 Triệu VND,numeric__31/12/2023 Triệu VND
A,A,A,TÀI SẢN,,,,,,,
1,A > 1,1,Tiền mặt,5,315.917,503.043,,5.0,315917.0,503043.0
II,A > II,II,Tiền gửi tại Ngân hàng Nhà nước Việt Nam,6,2.669.746,3.167.848,,6.0,2669746.0,3167848.0
III,A > III,III,Tiền gửi và cho vay các tổ chức tín dụng khác,7,44.348.075,36.416.740,,7.0,44348075.0,36416740.0
1,A > 1,1,Tiền gửi tại các tổ chức tín dụng khác,,43.898.442,36.416.740,,,43898442.0,36416740.0
2,A > 2,2,Cho vay các tổ chức tín dụng khác,,449.633,-,,,449633.0,
IV,A > IV,IV,Chứng khoán kinh doanh,8,118.272,871.942,,8.0,118272.0,871942.0
1,A > 1,1,Chứng khoán kinh doanh,,118.272,871.942,,,118272.0,871942.0
VI,A > VI,VI,Cho vay khách hàng,,97.032.286,96.781.614,,,97032286.0,96781614.0
1,A > 1,1,Cho vay khách hàng,9,98.738.176,98.107.189,,9.0,98738176.0,98107189.0
2,A > 2,2,Dự phòng rủi ro cho vay khách hàng,10,(1.705.890),(1.325.575),,10.0,-1705890.0,-1325575.0
VII,A > VII,VII,Hoạt động mua nợ,11,6.193.062,957.762,,11.0,6193062.0,957762.0
1,A > 1,1,Mua nợ,,6.239.861,965.000,,,6239861.0,965000.0
2,A > 2,2,Dự phòng rủi ro hoạt động mua nợ,,(46.799),(7.238),,,-46799.0,-7238.0
VIII,A > VIII,VIII,Chứng khoán đầu tư,12,20.922.414,18.404.913,,12.0,20922414.0,18404913.0
1,A > 1,1,Chứng khoán đầu tư sẵn sáng để bán,,17.767.222,15.377.669,,,17767222.0,15377669.0
2,A > 2,2,Chứng khoán đầu tư giữ đến ngày đáo hạn,,4.173.443,3.275.068,,,4173443.0,3275068.0
3,A > 3,3,Dự phòng rủi ro chứng khoán đầu tư,,(1.018.251),(247.824),,,-1018251.0,-247824.0
IX,A > IX,IX,"Góp vốn, đầu tư dài hạn",13,58.791,58.791,,13.0,58791.0,58791.0
4,A > 4,4,Đầu tư dài hạn khác,,58.791,58.791,,,58791.0,58791.0
X,A > X,X,Tài sản cố định,,1.067.133,1.084.198,,,1067133.0,1084198.0
1,A > 1,1,Tài sản cố định hữu hình,14,585.486,561.529,,14.0,585486.0,561529.0
a,A > a,a,Nguyên giá,,1.335.517,1.274.387,,,1335517.0,1274387.0
b,A > b,b,Giá trị hao mòn lũy kế,,(750.031),(712.858),,,-750031.0,-712858.0
3,A > 3,3,Tài sản cố định vô hình,15,481.647,522.669,,15.0,481647.0,522669.0
a,A > a,a,Nguyên giá,,869.013,869.407,,,869013.0,869407.0
b,A > b,b,Giá trị hao mòn lũy kế,,(387.366),(346.738),,,-387366.0,-346738.0
XI,A > XI,XI,Bất động sản đầu tư,16,64.996,66.242,,16.0,64996.0,66242.0
a,A > a,a,Nguyên giá,,74.030,74.030,,,74030.0,74030.0
b,A > b,b,Giá trị hao mòn lũy kế,,(9.034),(7.788),,,-9034.0,-7788.0
XII,A > XII,XII,Tài sản Có khác,17,3.922.421,3.786.080,,17.0,3922421.0,3786080.0
1,A > 1,1,Các khoản phải thu,,1.817.785,1.284.953,,,1817785.0,1284953.0
2,A > 2,2,"Các khoản lãi, phí phải thu",,999.098,1.455.147,,,999098.0,1455147.0
3,A > 3,3,Tài sản thuế TNDN hoãn lại,,11.058,-,,,11058.0,
4,A > 4,4,Tài sản Có khác,,1.348.050,1.284.089,,,1348050.0,1284089.0
5,5,5,Các khoản dự phòng rủi ro cho các tài sản,,,,,,,
,,,Có nội bảng khác,,(253.570),(238.109),,,-253570.0,-238109.0
,,,TỔNG TÀI SẢN,,176.713.113,162.099.173,,,176713113.0,162099173.0
