row_label_raw,row_label_full,col_0,col_1,Thuyết minh,2024Triệu VND,2023Triệu VND,numeric__col_1,numeric__Thuyết minh,numeric__2024Triệu VND,numeric__2023Triệu VND
XI,XI,XI,Tổng lợi nhuận trước thuế(mang từ trang trước sang),,744.218,584.044,,,744218.0,584044.0
7,7,7,Chi phí thuế thu nhập doanh nghiệp hiện hành,35,(169.720),(130.542),,35.0,-169720.0,-130542.0
8,8,8,Lợi ích thuế thu nhập doanh nghiệp hoãn lại,35,11.058,-,,35.0,11058.0,
XII,XII,XII,Chi phí thuế thu nhập doanh nghiệp,35,(158.662),(130.542),,35.0,-158662.0,-130542.0
XIII,XIII,XIII,Lợi nhuận sau thuế thu nhập doanh nghiệp,,585.556,453.502,,,585556.0,453502.0
,,,,,,(Điều chỉnh lại),,,,
XV,XV,XV,Lãi cơ bản trên cổ phiếu (VND/cổ phiếu),36,566,399,,36.0,566.0,399.0
