row_label_raw,row_label_full,col_0,31/12/2024Triệu VND,31/12/2023Triệu VND,numeric__31/12/2024Triệu VND,numeric__31/12/2023Triệu VND
Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,Tiền gửi của các TCTD khác,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,,,,
▪ Bằng VND,Tiền gửi không kỳ hạn > ▪ Bằng VND,▪ Bằng VND,5.134,38.950,5134.0,38950.0
▪ Bằng ngoại tệ,Tiền gửi không kỳ hạn > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,551,527,551.0,527.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,,,,
▪ Bằng VND,Tiền gửi có kỳ hạn > ▪ Bằng VND,▪ Bằng VND,33.328.893,21.854.050,33328893.0,21854050.0
▪ Bằng ngoại tệ,Tiền gửi có kỳ hạn > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,9.431.300,5.553.250,9431300.0,5553250.0
,,,42.765.878,27.446.777,42765878.0,27446777.0
Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,Vay các TCTD khác,,
▪ Bằng VND,Vay các TCTD khác > ▪ Bằng VND,▪ Bằng VND,3.006.912,1.453.820,3006912.0,1453820.0
▪ Bằng ngoại tệ,Vay các TCTD khác > ▪ Bằng ngoại tệ,▪ Bằng ngoại tệ,158.049,140.890,158049.0,140890.0
,,,3.164.961,1.594.710,3164961.0,1594710.0
,,,45.930.839,29.041.487,45930839.0,29041487.0
