row_label_raw,row_label_full,col_0,Nhà cửa và quyền sử dụng đất có thời hạn Triệu VND,Quyền sử dụng đất lâu đài Triệu VND,Tổng Triệu VND,numeric__Nhà cửa và quyền sử dụng đất có thời hạn Triệu VND,numeric__Quyền sử dụng đất lâu đài Triệu VND,numeric__Tổng Triệu VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm và cuối năm,Nguyên giá > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,58.066,15.964,74.030,58066.0,15964.0,74030.0
Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,,,
Số dư đầu năm,Giá trị hao món lũy kế > Số dư đầu năm,Số dư đầu năm,7.788,-,7.788,7788.0,,7788.0
Khấu hao trong năm,Giá trị hao món lũy kế > Khấu hao trong năm,Khấu hao trong năm,1.246,-,1.246,1246.0,,1246.0
Số dư cuối năm,Giá trị hao món lũy kế > Số dư cuối năm,Số dư cuối năm,9.034,-,9.034,9034.0,,9034.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,50.278,15.964,66.242,50278.0,15964.0,66242.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,49.032,15.964,64.996,49032.0,15964.0,64996.0
