row_label_raw,row_label_full,col_0,2024Triệu VND,2023Triệu VND,numeric__2024Triệu VND,numeric__2023Triệu VND
1. Chi phí cho nhân viên,1. Chi phí cho nhân viên,1. Chi phí cho nhân viên,1.215.137,1.246.455,1215137.0,1246455.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi lương và phụ cấp,Trong đó: > ▪ Chi lương và phụ cấp,▪ Chi lương và phụ cấp,1.080.029,1.107.748,1080029.0,1107748.0
▪ Các khoản chi góp theo lương,Trong đó: > ▪ Các khoản chi góp theo lương,▪ Các khoản chi góp theo lương,86.138,89.525,86138.0,89525.0
▪ Chi ăn ca,Trong đó: > ▪ Chi ăn ca,▪ Chi ăn ca,33.987,35.828,33987.0,35828.0
▪ Chi trợ cấp,Trong đó: > ▪ Chi trợ cấp,▪ Chi trợ cấp,14.983,13.354,14983.0,13354.0
2. Chi về tài sản,Trong đó: > 2. Chi về tài sản,2. Chi về tài sản,597.168,574.631,597168.0,574631.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi thuê văn phòng và tài sản,Trong đó: > ▪ Chi thuê văn phòng và tài sản,▪ Chi thuê văn phòng và tài sản,339.577,300.629,339577.0,300629.0
▪ Khẩu hao và hao mòn tài sản cố định,Trong đó: > ▪ Khẩu hao và hao mòn tài sản cố định,▪ Khẩu hao và hao mòn tài sản cố định,106.383,95.228,106383.0,95228.0
▪ Bảo dưỡng và sửa chữa tài sản,Trong đó: > ▪ Bảo dưỡng và sửa chữa tài sản,▪ Bảo dưỡng và sửa chữa tài sản,117.803,128.812,117803.0,128812.0
"▪ Chi về tài sản và công cụ, dụng cụ","Trong đó: > ▪ Chi về tài sản và công cụ, dụng cụ","▪ Chi về tài sản và công cụ, dụng cụ",21.979,38.417,21979.0,38417.0
▪ Chi mua bảo hiểm tài sản,Trong đó: > ▪ Chi mua bảo hiểm tài sản,▪ Chi mua bảo hiểm tài sản,11.426,11.545,11426.0,11545.0
3. Các khoản chi phí hoạt động khác,Trong đó: > 3. Các khoản chi phí hoạt động khác,3. Các khoản chi phí hoạt động khác,552.241,431.136,552241.0,431136.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Chi thuê chuyên gia trong và ngoài nước,Trong đó: > ▪ Chi thuê chuyên gia trong và ngoài nước,▪ Chi thuê chuyên gia trong và ngoài nước,148.270,-,148270.0,
"▪ Chi phí hội nghị, lễ tân, khách tiết","Trong đó: > ▪ Chi phí hội nghị, lễ tân, khách tiết","▪ Chi phí hội nghị, lễ tân, khách tiết",109.782,126.002,109782.0,126002.0
▪ Chi nộp phí bảo hiểm tiền gửi của khách hàng,Trong đó: > ▪ Chi nộp phí bảo hiểm tiền gửi của khách hàng,▪ Chi nộp phí bảo hiểm tiền gửi của khách hàng,94.408,85.961,94408.0,85961.0
"▪ Chi phí điện, nước, vệ sinh","Trong đó: > ▪ Chi phí điện, nước, vệ sinh","▪ Chi phí điện, nước, vệ sinh",40.413,40.154,40413.0,40154.0
▪ Trích lập dự phòng rủi ro cho các tài sản Có nội bảng khác(Thuyết minh 17(x)),Trong đó: > ▪ Trích lập dự phòng rủi ro cho các tài sản Có nội bảng khác(Thuyết minh 17(x)),▪ Trích lập dự phòng rủi ro cho các tài sản Có nội bảng khác(Thuyết minh 17(x)),15.426,27.184,15426.0,27184.0
"▪ Chi xuất bản tài liệu, quảng cáo","Trong đó: > ▪ Chi xuất bản tài liệu, quảng cáo","▪ Chi xuất bản tài liệu, quảng cáo",33.565,62.792,33565.0,62792.0
▪ Chi phí đào tạo,Trong đó: > ▪ Chi phí đào tạo,▪ Chi phí đào tạo,14.482,3.872,14482.0,3872.0
▪ Chi phí in ấn,Trong đó: > ▪ Chi phí in ấn,▪ Chi phí in ấn,15.028,16.560,15028.0,16560.0
▪ Công tác phí,Trong đó: > ▪ Công tác phí,▪ Công tác phí,14.541,12.608,14541.0,12608.0
"▪ Chi phí nghiên cứu và ứng dụng khoa học công nghệ,sáng kiến, cải tiến","Trong đó: > ▪ Chi phí nghiên cứu và ứng dụng khoa học công nghệ,sáng kiến, cải tiến","▪ Chi phí nghiên cứu và ứng dụng khoa học công nghệ,sáng kiến, cải tiến",-,7.441,,7441.0
▪ Chi bưu phi và điện thoại,Trong đó: > ▪ Chi bưu phi và điện thoại,▪ Chi bưu phi và điện thoại,6.945,8.414,6945.0,8414.0
"▪ Chi nộp thuế và các khoản phí, lệ phí","Trong đó: > ▪ Chi nộp thuế và các khoản phí, lệ phí","▪ Chi nộp thuế và các khoản phí, lệ phí",2.095,5.677,2095.0,5677.0
"▪ Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng","Trong đó: > ▪ Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng","▪ Chi phí thanh tra, kiểm tra hoạt động tổ chức tín dụng",3.447,1.845,3447.0,1845.0
▪ Các khoản chi phí khác,Trong đó: > ▪ Các khoản chi phí khác,▪ Các khoản chi phí khác,53.836,32.626,53836.0,32626.0
,,,2.364.544,2.252.222,2364544.0,2252222.0
