row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2016 VND,2015 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__2016 VND,numeric__2015 VND Đã điều chỉnh lại
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
"Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác","Tiền chi mua sắm, xây dựng tài sản cố định và tài sản dài hạn khác",21,,(1.950.089.480.586),(2.173.129.146.245),21.0,,-1950089480586.0,-2173129146245.0
"Tiền thu từ thanh lý, nhượng bán tài sản cố định và tài sản dài hạn khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán tài sản cố định và tài sản dài hạn khác","Tiền thu từ thanh lý, nhượng bán tài sản cố định và tài sản dài hạn khác",22,,126.789.470.063,141.880.259.148,22.0,,126789470063.0,141880259148.0
"Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác","Tiền chi cho vay, mua các công cụ nợ của các đơn vị khác",23,,(898.553.317.359),(489.739.179.478),23.0,,-898553317359.0,-489739179478.0
"Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác","Tiền thu hồi cho vay, bán lại các công cụ nợ của các đơn vị khác",24,,343.558.868.302,320.808.174.789,24.0,,343558868302.0,320808174789.0
Tiền chi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi đầu tư góp vốn vào các đơn vị khác,Tiền chi đầu tư góp vốn vào các đơn vị khác,25,,(67.927.335.542),(76.330.416.254),25.0,,-67927335542.0,-76330416254.0
Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,Tiền thu hồi đầu tư góp vốn vào các đơn vị khác,26,,163.902.811.549,114.742.940.194,26.0,,163902811549.0,114742940194.0
"Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Ảnh hưởng thuần của việc thanh lý công ty con và hợp nhất công ty con mới trong năm","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Ảnh hưởng thuần của việc thanh lý công ty con và hợp nhất công ty con mới trong năm","Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Ảnh hưởng thuần của việc thanh lý công ty con và hợp nhất công ty con mới trong năm",27,,429.142.754.368,456.581.778.927,27.0,,429142754368.0,456581778927.0
"Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Ảnh hưởng thuần của việc thanh lý công ty con và hợp nhất công ty con mới trong năm","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Ảnh hưởng thuần của việc thanh lý công ty con và hợp nhất công ty con mới trong năm","Tiền thu lãi cho vay, lãi tiền gửi và cổ tức Ảnh hưởng thuần của việc thanh lý công ty con và hợp nhất công ty con mới trong năm",,5,(116.831.226.727),277.032.580.846,,5.0,-116831226727.0,277032580846.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(1.970.007.455.932),(1.428.153.008.073),30.0,,-1970007455932.0,-1428153008073.0
