row_label_raw,row_label_full,col_0,1/1/2016 > Giá trị ghi sổ VND,1/1/2016 > Số có khả năng trả nợ VND,Biến động trong năm > Tăng VND,Biến động trong năm > Giảm VND,31/12/2016 > Giá trị ghi sổ VND,31/12/2016 > Số có khả năng trả nợ VND,numeric__1/1/2016 > Giá trị ghi sổ VND,numeric__1/1/2016 > Số có khả năng trả nợ VND,numeric__Biến động trong năm > Tăng VND,numeric__Biến động trong năm > Giảm VND,numeric__31/12/2016 > Giá trị ghi sổ VND,numeric__31/12/2016 > Số có khả năng trả nợ VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.840.827.710.301,3.840.827.710.301,12.323.467.608.044,(12.516.640.808.114),3.647.654.510.231,3.647.654.510.231,3840827710301.0,3840827710301.0,12323467608044.0,-12516640808114.0,3647654510231.0,3647654510231.0
Vay dài hạn đến hạn trả (b)(i),Vay dài hạn đến hạn trả (b)(i),Vay dài hạn đến hạn trả (b)(i),25.259.133.930,25.259.133.930,354.220.229.861,(25.259.133.930),354.220.229.861,354.220.229.861,25259133930.0,25259133930.0,354220229861.0,-25259133930.0,354220229861.0,354220229861.0
Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng,18.370.842.424,18.370.842.424,18.840.411.034,(18.370.842.424),18.840.411.034,18.840.411.034,18370842424.0,18370842424.0,18840411034.0,-18370842424.0,18840411034.0,18840411034.0
Nợ dài hạn khác đến hạn trả trong vòng 12 tháng,Nợ dài hạn khác đến hạn trả trong vòng 12 tháng,Nợ dài hạn khác đến hạn trả trong vòng 12 tháng,258.990.000,258.990.000,880.410.000,(258.990.000),880.410.000,880.410.000,258990000.0,258990000.0,880410000.0,-258990000.0,880410000.0,880410000.0
,,,3.884.716.676.655,3.884.716.676.655,12.697.408.658.939,(12.560.529.774.468),4.021.595.561.126,4.021.595.561.126,3884716676655.0,3884716676655.0,12697408658939.0,-12560529774468.0,4021595561126.0,4021595561126.0
