row_label_raw,row_label_full,col_0,31/12/2016 > Tỷ lệ %sở hữu,31/12/2016 > Tỷ lệ %quyềnbiểu quyết,31/12/2016 > Giá trị ghi sốVND,31/12/2016 > Giá trịhợp lýVND,1/1/2016 > Tỷ lệ %sở hữu,1/1/2016 > Tỷ lệ %quyềnbiểu quyết,1/1/2016 > Giá trị ghi sốVND,1/1/2016 > Giá trịhợp lýVND,numeric__31/12/2016 > Tỷ lệ %sở hữu,numeric__31/12/2016 > Tỷ lệ %quyềnbiểu quyết,numeric__31/12/2016 > Giá trị ghi sốVND,numeric__31/12/2016 > Giá trịhợp lýVND,numeric__1/1/2016 > Tỷ lệ %sở hữu,numeric__1/1/2016 > Tỷ lệ %quyềnbiểu quyết,numeric__1/1/2016 > Giá trị ghi sốVND,numeric__1/1/2016 > Giá trịhợp lýVND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,
▪ Tổng Công ty May 10 - CTCP,Công ty liên kết > ▪ Tổng Công ty May 10 - CTCP,▪ Tổng Công ty May 10 - CTCP,"35,51%","35,51%",63.035.518.965,(*),"35,51%","35,51%",60.400.264.087,(*),0.35509999999999997,0.35509999999999997,63035518965.0,,0.35509999999999997,0.35509999999999997,60400264087.0,
▪ Tổng Công ty Cổ phần May Việt Tiến,Công ty liên kết > ▪ Tổng Công ty Cổ phần May Việt Tiến,▪ Tổng Công ty Cổ phần May Việt Tiến,"31,92%","31,92%",337.701.471.152,(*),"47,88%","47,88%",297.479.100.069,(*),0.31920000000000004,0.31920000000000004,337701471152.0,,0.4788,0.4788,297479100069.0,
▪ Tổng Công ty Việt Thắng - CTCP,Công ty liên kết > ▪ Tổng Công ty Việt Thắng - CTCP,▪ Tổng Công ty Việt Thắng - CTCP,"46,93%","46,93%",180.739.319.036,(*),"46,93%","46,93%",155.577.521.701,(*),0.4693,0.4693,180739319036.0,,0.4693,0.4693,155577521701.0,
▪ Công ty Cổ phần Đầu tư Vinatex Tân Tạo,Công ty liên kết > ▪ Công ty Cổ phần Đầu tư Vinatex Tân Tạo,▪ Công ty Cổ phần Đầu tư Vinatex Tân Tạo,"27,00%","27,00%",25.689.104.936,(*),"27,00%","27,00%",25.888.333.803,(*),0.27,0.27,25689104936.0,,0.27,0.27,25888333803.0,
▪ Tổng Công ty May Nhà Bè - CTCP,Công ty liên kết > ▪ Tổng Công ty May Nhà Bè - CTCP,▪ Tổng Công ty May Nhà Bè - CTCP,"27,69%","27,69%",80.331.834.379,(*),"27,69%","27,69%",75.677.889.947,(*),0.27690000000000003,0.27690000000000003,80331834379.0,,0.27690000000000003,0.27690000000000003,75677889947.0,
▪ Công ty Cổ phần May Đức Giang,Công ty liên kết > ▪ Công ty Cổ phần May Đức Giang,▪ Công ty Cổ phần May Đức Giang,"36,79%","36,79%",36.000.844.299,(*),"36,79%","36,79%",28.937.101.395,(*),0.3679,0.3679,36000844299.0,,0.3679,0.3679,28937101395.0,
▪ Công ty Cổ phần May Hưng Yên,Công ty liên kết > ▪ Công ty Cổ phần May Hưng Yên,▪ Công ty Cổ phần May Hưng Yên,"35,01%","35,01%",83.176.678.571,(*),"35,01%","35,01%",71.269.066.274,(*),0.35009999999999997,0.35009999999999997,83176678571.0,,0.35009999999999997,0.35009999999999997,71269066274.0,
▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,Công ty liên kết > ▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,"30,00%","30,00%",85.438.283.818,(*),"30,00%","30,00%",85.854.704.421,(*),0.3,0.3,85438283818.0,,0.3,0.3,85854704421.0,
▪ Công ty Cổ phần Đầu tư Phát triển Phong Phú,Công ty liên kết > ▪ Công ty Cổ phần Đầu tư Phát triển Phong Phú,▪ Công ty Cổ phần Đầu tư Phát triển Phong Phú,"13,73%","26,93%",46.379.699.622,(*),"13,73%","26,93%",46.415.883.754,(*),0.1373,0.2693,46379699622.0,,0.1373,0.2693,46415883754.0,
▪ Công ty Cổ phần Đệt May Quảng Phú,Công ty liên kết > ▪ Công ty Cổ phần Đệt May Quảng Phú,▪ Công ty Cổ phần Đệt May Quảng Phú,-,-,-,-,"20,40%","40,00%",38.262.311.562,(*),,,,,0.204,0.4,38262311562.0,
▪ Công ty TNHH Coats Phong Phú,Công ty liên kết > ▪ Công ty TNHH Coats Phong Phú,▪ Công ty TNHH Coats Phong Phú,"18,18%","35,65%",311.904.292.245,(*),"18,18%","35,65%",151.764.323.142,(*),0.1818,0.3565,311904292245.0,,0.1818,0.3565,151764323142.0,
▪ Công ty Cổ phần Phát triển Nhà Phong Phú -Daewoon - Thủ Đức,Công ty liên kết > ▪ Công ty Cổ phần Phát triển Nhà Phong Phú -Daewoon - Thủ Đức,▪ Công ty Cổ phần Phát triển Nhà Phong Phú -Daewoon - Thủ Đức,"24,30%","44,02%",142.806.374.535,(*),"24,30%","44,02%",142.806.374.535,(*),0.243,0.44020000000000004,142806374535.0,,0.243,0.44020000000000004,142806374535.0,
▪ Các khoản đầu tư tại công ty liên kết khác,Công ty liên kết > ▪ Các khoản đầu tư tại công ty liên kết khác,▪ Các khoản đầu tư tại công ty liên kết khác,,,457.365.519.459,(*),,,468.348.159.761,(*),,,457365519459.0,,,,468348159761.0,
,,,,,1.850.568.941.017,,,,1.648.681.034.451,,,,1850568941017.0,,,,1648681034451.0,
