row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2016VND,2015VND,,
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,,
Công ty Cổ phần Đầu tư Vinatex Tân Tạo,Công ty Cổ phần Đầu tư Vinatex Tân Tạo,Công ty Cổ phần Đầu tư Vinatex Tân Tạo,Công ty Cổ phần Đầu tư Vinatex Tân Tạo,Công ty Cổ phần Đầu tư Vinatex Tân Tạo,,
Góp vốn đầu tư,Công ty Cổ phần Đầu tư Vinatex Tân Tạo > Góp vốn đầu tư,Góp vốn đầu tư,-,2.700.000.000,,2700000000.0
Công ty TNHH Coats Phong Phú,Công ty TNHH Coats Phong Phú,Công ty TNHH Coats Phong Phú,Công ty TNHH Coats Phong Phú,Công ty TNHH Coats Phong Phú,,
Bán hàng hóa và cung cấp dịch vụ,Công ty TNHH Coats Phong Phú > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,294.652.829.341,275.240.096.365,294652829341.0,275240096365.0
Mua hàng hóa và dịch vụ,Công ty TNHH Coats Phong Phú > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,108.842.114.502,103.762.921.917,108842114502.0,103762921917.0
Công ty Cổ phần Đầu tư Phát triển Phong Phú,Công ty Cổ phần Đầu tư Phát triển Phong Phú,Công ty Cổ phần Đầu tư Phát triển Phong Phú,Công ty Cổ phần Đầu tư Phát triển Phong Phú,Công ty Cổ phần Đầu tư Phát triển Phong Phú,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần Đầu tư Phát triển Phong Phú > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,40.165.565.267,148.092.221.893,40165565267.0,148092221893.0
Mua hàng hóa,Công ty Cổ phần Đầu tư Phát triển Phong Phú > Mua hàng hóa,Mua hàng hóa,75.412.268.313,60.471.610.683,75412268313.0,60471610683.0
Thu nhập lãi cho vay,Công ty Cổ phần Đầu tư Phát triển Phong Phú > Thu nhập lãi cho vay,Thu nhập lãi cho vay,19.023.521.029,4.259.383.332,19023521029.0,4259383332.0
Lãi phạt vi phạm hợp đồng,Công ty Cổ phần Đầu tư Phát triển Phong Phú > Lãi phạt vi phạm hợp đồng,Lãi phạt vi phạm hợp đồng,4.972.260.000,2.919.583.333,4972260000.0,2919583333.0
Cho vay,Công ty Cổ phần Đầu tư Phát triển Phong Phú > Cho vay,Cho vay,60.500.000.000,2.000.000.000,60500000000.0,2000000000.0
