row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND Đã điều chỉnh lại
Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),200,,10.562.150.445.970,9.270.878.963.091,200.0,,10562150445970.0,9270878963091.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,816.148.711.068,585.474.923.940,210.0,,816148711068.0,585474923940.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,,8.779.800.000,6.859.000.000,215.0,,8779800000.0,6859000000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,10(b),926.691.505.864,578.615.923.940,216.0,,926691505864.0,578615923940.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,11,(119.322.594.796),-,219.0,11.0,-119322594796.0,
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,5.920.080.043.826,4.726.268.318.378,220.0,,5920080043826.0,4726268318378.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,13,5.717.940.489.530,4.547.292.417.355,221.0,13.0,5717940489530.0,4547292417355.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,11.057.270.172.417,9.524.976.809.545,222.0,,11057270172417.0,9524976809545.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(5.339.329.682.887),(4.977.684.392.190),223.0,,-5339329682887.0,-4977684392190.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,14,66.701.591.216,63.085.606.759,224.0,14.0,66701591216.0,63085606759.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,92.266.466.013,77.869.150.876,225.0,,92266466013.0,77869150876.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(25.564.874.797),(14.783.544.117),226.0,,-25564874797.0,-14783544117.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,15,135.437.963.080,115.890.294.264,227.0,15.0,135437963080.0,115890294264.0
Nguyên giá,Nguyên giá,Nguyên giá,228,,163.437.173.507,139.714.166.423,228.0,,163437173507.0,139714166423.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,229,,(27.999.210.427),(23.823.872.159),229.0,,-27999210427.0,-23823872159.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,16,101.577.232.243,130.685.476.898,230.0,16.0,101577232243.0,130685476898.0
Nguyên giá,Nguyên giá,Nguyên giá,231,,125.681.566.539,148.958.992.347,231.0,,125681566539.0,148958992347.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,232,,(24.104.334.296),(18.273.515.449),232.0,,-24104334296.0,-18273515449.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,,1.132.142.569.223,1.326.835.437.886,240.0,,1132142569223.0,1326835437886.0
Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,Xây dựng cơ bản dở dang,242,17,1.132.142.569.223,1.326.835.437.886,242.0,17.0,1132142569223.0,1326835437886.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,2.078.912.289.673,1.993.460.437.532,250.0,,2078912289673.0,1993460437532.0
Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,Đầu tư vào các công ty liên kết,252,7(c),1.850.568.941.017,1.648.681.034.451,252.0,,1850568941017.0,1648681034451.0
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,253,7(c),243.768.742.829,371.556.535.617,253.0,,243768742829.0,371556535617.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,254,7(c),(15.430.394.173),(26.782.132.536),254.0,,-15430394173.0,-26782132536.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,7(b),5.000.000,5.000.000,255.0,,5000000.0,5000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,513.289.599.937,508.154.368.457,260.0,,513289599937.0,508154368457.0
Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,Chỉ phí trả trước dài hạn,261,18(b),474.443.631.662,461.209.582.886,261.0,,474443631662.0,461209582886.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,19,7.707.701.095,12.818.658.533,262.0,19.0,7707701095.0,12818658533.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,268,,581.358.933,869.753.783,268.0,,581358933.0,869753783.0
Lợi thế thương mại,Lợi thế thương mại,Lợi thế thương mại,269,20,30.556.908.247,33.256.373.255,269.0,20.0,30556908247.0,33256373255.0
TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),TỔNG TÀI SẢN (\( 270 = 100 + 200 \)),270,,19.794.423.295.461,18.804.066.507.777,270.0,,19794423295461.0,18804066507777.0
