row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2016 VND,1/1/2016 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2016 VND,numeric__1/1/2016 VND Đã điều chỉnh lại
TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,TÀI SẢN,,,,
Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),TÀI SẢN > Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),Tài sản ngắn hạn(\( 100 = 110 + 120 + 130 + 140 + 150 \)),100,,9.232.272.849.491,9.533.187.544.686,100.0,,9232272849491.0,9533187544686.0
Tiền và các khoản tương đương tiền,TÀI SẢN > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,110,6,1.496.458.060.972,2.472.432.913.255,110.0,6.0,1496458060972.0,2472432913255.0
Tiền,TÀI SẢN > Tiền,Tiền,111,,432.381.528.676,590.333.971.499,111.0,,432381528676.0,590333971499.0
Các khoản tương đương tiền,TÀI SẢN > Các khoản tương đương tiền,Các khoản tương đương tiền,112,,1.064.076.532.296,1.882.098.941.756,112.0,,1064076532296.0,1882098941756.0
Đầu tư tài chính ngắn hạn,TÀI SẢN > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,120,,952.742.245.703,301.120.832.500,120.0,,952742245703.0,301120832500.0
Chứng khoán kinh doanh,TÀI SẢN > Chứng khoán kinh doanh,Chứng khoán kinh doanh,121,7(a),74.767.938.000,60.000.000,121.0,,74767938000.0,60000000.0
Đầu tư nắm giữ đến ngày đáo hạn,TÀI SẢN > Đầu tư nắm giữ đến ngày đáo hạn,Đầu tư nắm giữ đến ngày đáo hạn,123,7(b),877.974.307.703,301.060.832.500,123.0,,877974307703.0,301060832500.0
Các khoản phải thu ngắn hạn,TÀI SẢN > Các khoản phải thu ngắn hạn,Các khoản phải thu ngắn hạn,130,,3.214.916.530.328,3.282.048.883.299,130.0,,3214916530328.0,3282048883299.0
Phải thu ngắn hạn của khách hàng,TÀI SẢN > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,131,8,2.233.797.278.820,2.238.223.471.110,131.0,8.0,2233797278820.0,2238223471110.0
Trả trước cho người bán ngắn hạn,TÀI SẢN > Trả trước cho người bán ngắn hạn,Trả trước cho người bán ngắn hạn,132,,438.017.367.291,433.645.958.970,132.0,,438017367291.0,433645958970.0
Phải thu về cho vay ngắn hạn,TÀI SẢN > Phải thu về cho vay ngắn hạn,Phải thu về cho vay ngắn hạn,135,9,178.039.342.156,201.879.168.302,135.0,9.0,178039342156.0,201879168302.0
Phải thu ngắn hạn khác,TÀI SẢN > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,136,10(a),736.642.535.818,733.613.795.186,136.0,,736642535818.0,733613795186.0
Dự phòng các khoản phải thu ngắn hạn khó đòi,TÀI SẢN > Dự phòng các khoản phải thu ngắn hạn khó đòi,Dự phòng các khoản phải thu ngắn hạn khó đòi,137,11,(372.376.455.800),(325.943.716.677),137.0,11.0,-372376455800.0,-325943716677.0
Tài sản thiếu chờ xử lý,TÀI SẢN > Tài sản thiếu chờ xử lý,Tài sản thiếu chờ xử lý,139,,796.462.043,630.206.408,139.0,,796462043.0,630206408.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,140,12,3.206.970.570.062,3.094.832.003.113,140.0,12.0,3206970570062.0,3094832003113.0
Hàng tồn kho,TÀI SẢN > Hàng tồn kho,Hàng tồn kho,141,,3.286.587.250.440,3.135.490.659.764,141.0,,3286587250440.0,3135490659764.0
Dự phòng giảm giá hàng tồn kho,TÀI SẢN > Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,149,,(79.616.680.378),(40.658.656.651),149.0,,-79616680378.0,-40658656651.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,150,,361.185.442.426,382.752.912.519,150.0,,361185442426.0,382752912519.0
Chi phí trả trước ngắn hạn,TÀI SẢN > Chi phí trả trước ngắn hạn,Chi phí trả trước ngắn hạn,151,18(a),22.951.998.731,22.994.230.608,151.0,,22951998731.0,22994230608.0
Thuế giá trị gia tăng được khấu trừ,TÀI SẢN > Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,152,,303.657.389.304,345.073.774.304,152.0,,303657389304.0,345073774304.0
Thuế và các khoản khác phải thu Nhà nước,TÀI SẢN > Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,22(a),34.533.164.391,14.379.634.977,153.0,,34533164391.0,14379634977.0
Tài sản ngắn hạn khác,TÀI SẢN > Tài sản ngắn hạn khác,Tài sản ngắn hạn khác,155,,42.890.000,305.272.630,155.0,,42890000.0,305272630.0
