row_label_raw,row_label_full,col_0,2016VND,2015VND,numeric__2016VND,numeric__2015VND
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,333.839.233.856,354.284.173.973,333839233856.0,354284173973.0
Lỗ do thanh lý các khoản đầu tư tài chính,Lỗ do thanh lý các khoản đầu tư tài chính,Lỗ do thanh lý các khoản đầu tư tài chính,2.758.590.527,4.334.263.222,2758590527.0,4334263222.0
Lỗ do mất quyền kiểm soát đối với các công ty con,Lỗ do mất quyền kiểm soát đối với các công ty con,Lỗ do mất quyền kiểm soát đối với các công ty con,-,98.402.788.317,,98402788317.0
Lỗ do giảm tỷ lệ sở hữu tại công ty liên kết,Lỗ do giảm tỷ lệ sở hữu tại công ty liên kết,Lỗ do giảm tỷ lệ sở hữu tại công ty liên kết,57.480.402.274,-,57480402274.0,
(Hoàn nhập)/trích lập dự phòng giảm giá chứng khoán kinh doanh và tổn thất đầu tư,(Hoàn nhập)/trích lập dự phòng giảm giá chứng khoán kinh doanh và tổn thất đầu tư,(Hoàn nhập)/trích lập dự phòng giảm giá chứng khoán kinh doanh và tổn thất đầu tư,(11.284.681.233),11.998.678.069,-11284681233.0,11998678069.0
Lỗ do kinh doanh ngoại hối,Lỗ do kinh doanh ngoại hối,Lỗ do kinh doanh ngoại hối,-,43.248.313,,43248313.0
Lỗ chênh lệch tỷ giá đã thực hiện,Lỗ chênh lệch tỷ giá đã thực hiện,Lỗ chênh lệch tỷ giá đã thực hiện,45.894.472.353,149.268.303.177,45894472353.0,149268303177.0
Lỗ chênh lệch tỷ giá chưa thực hiện,Lỗ chênh lệch tỷ giá chưa thực hiện,Lỗ chênh lệch tỷ giá chưa thực hiện,56.335.495.608,58.505.401.040,56335495608.0,58505401040.0
Lãi thanh toán chậm,Lãi thanh toán chậm,Lãi thanh toán chậm,757.750.393,3.315.136.698,757750393.0,3315136698.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,-,4.835.010.232,,4835010232.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,927.147.618,3.677.325.853,927147618.0,3677325853.0
,,,486.708.411.396,688.664.328.894,486708411396.0,688664328894.0
