row_label_raw,row_label_full,Phải thu Công ty Cổ phầnDệt Mây Hapaco Hải PhòngPhải thu Công ty TNHH > Một thành viên Đệt 19-5Hà Nội,Nguyên nhânxóa sổ > Không có khànăng thu hồi,Nămxóa sổ > 2011,31/12/2016VND > 6.193.939.787 > 4.220.231.656,1/1/2016VND > 6.193.939.787 > 4.220.231.656,numeric__Nguyên nhânxóa sổ > Không có khànăng thu hồi,numeric__Nămxóa sổ > 2011,numeric__31/12/2016VND > 6.193.939.787 > 4.220.231.656,numeric__1/1/2016VND > 6.193.939.787 > 4.220.231.656
Phải thu các đối tượng khác,Phải thu các đối tượng khác,Phải thu các đối tượng khác,,,12.875.760.918,12.875.760.918,,,12875760918.0,12875760918.0
,,,,,23.289.932.361,23.289.932.361,,,23289932361.0,23289932361.0
