row_label_raw,row_label_full,Chỉ tiêu,Số đầu năm > Giá trịVND,Số đầu năm > Số có khả năngtrả ng°VND,Phát sinh trong năm > TăngVND,Phát sinh trong năm > GiảmVND,Số cuối năm > Giá trịVND,Số cuối năm > Số có khả năngtrả ng°VND,numeric__Số đầu năm > Giá trịVND,numeric__Số đầu năm > Số có khả năngtrả ng°VND,numeric__Phát sinh trong năm > TăngVND,numeric__Phát sinh trong năm > GiảmVND,numeric__Số cuối năm > Giá trịVND,numeric__Số cuối năm > Số có khả năngtrả ng°VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,134.949.138.331,134.949.138.331,205.822.955.879,201.354.390.849,139.417.703.361,139.417.703.361,134949138331.0,134949138331.0,205822955879.0,201354390849.0,139417703361.0,139417703361.0
Vay đài hạn đến hạn trả(trình bày tại Thuyết minh số 21),Vay đài hạn đến hạn trả(trình bày tại Thuyết minh số 21),Vay đài hạn đến hạn trả(trình bày tại Thuyết minh số 21),5.752.830.032.679,5.752.830.032.679,6.018.643.075.063,5.812.387.926.277,5.959.085.181.465,5.959.085.181.465,5752830032679.0,5752830032679.0,6018643075063.0,5812387926277.0,5959085181465.0,5959085181465.0
,,,5.887.779.171.010,5.887.779.171.010,6.224.466.030.942,6.013.742.317.126,6.098.502.884.826,6.098.502.884.826,5887779171010.0,5887779171010.0,6224466030942.0,6013742317126.0,6098502884826.0,6098502884826.0
