row_label_raw,row_label_full,-,152.585.421,152.585.421_1,numeric__152.585.421,numeric__152.585.421_1
-,-,-,271.642.329,271.642.329,271642329.0,271642329.0
-,-,-,9.613.494.579,17.393.037.519,9613494579.0,17393037519.0
-,-,-,9.494.437.671,17.273.980.611,9494437671.0,17273980611.0
7.779.542.940,7.779.542.940,7.779.542.940,119.056.908,119.056.908,119056908.0,119056908.0
7.779.542.940,7.779.542.940,7.779.542.940,9.766.080.000,17.545.622.940,9766080000.0,17545622940.0
7.779.542.940,7.779.542.940,7.779.542.940,9.766.080.000,17.545.622.940,9766080000.0,17545622940.0
7.779.542.940,7.779.542.940,7.779.542.940,9.766.080.000,17.545.622.940,9766080000.0,17545622940.0
-,-,-,-,-,,
-,-,-,-,-,,
-,-,-,-,-,,
