row_label_raw,row_label_full,SG cuot nam,SG dau nam,numeric__SG dau nam
VND,VND,VND,VND,
292.260.962.247,VND > 292.260.962.247,292.260.962.247,273.930.513.663,273930513663.0
34.700.663.148,VND > 34.700.663.148,34.700.663.148,31.377.339.213,31377339213.0
21.863.602.610,VND > 21.863.602.610,21.863.602.610,17.280.361.249,17280361249.0
672.340.926,VND > 672.340.926,672.340.926,904.093.413,904093413.0
349.497.568.931,VND > 349.497.568.931,349.497.568.931,323.492.307.538,323492307538.0
