row_label_raw,row_label_full,Nam nay,Nam tru#c,numeric__Nam tru#c
VND,VND,VND,VND,
281.213.992.597,281.213.992.597,281.213.992.597,"564,968.570,683",
"409,689,306.493","409,689,306.493","409,689,306.493","1,135,973,706,480",
(192.030.932.899),"409,689,306.493 > (192.030.932.899)",(192.030.932.899),"(1,408.321.112.193)",-1.408321112193
-,-,-,"(1,766,000,000)",
(208.381.912.477),- > (208.381.912.477),(208.381.912.477),"(9,641.172.373)",-9.641172373
290.490.453.714,- > 290.490.453.714,290.490.453.714,281.213.992.597,281213992597.0
