row_label_raw,row_label_full,St du cout nay,21.774.301.577.676,(311.254.328),227.887.397.807,1.618.253.058.399,1.282.705.988.648,27.723.984.462.900,numeric__21.774.301.577.676,numeric__(311.254.328),numeric__227.887.397.807,numeric__1.618.253.058.399,numeric__1.282.705.988.648,numeric__27.723.984.462.900
SG du cout nay,SG du cout nay,SG du cout nay,21.774.301.577.676,(311.254.328),227.887.397.807,1.618.253.058.399,1.282.705.988.648,27.723.984.462.900,21774301577676.0,-311254328.0,227887397807.0,1618253058399.0,1282705988648.0,27723984462900.0
(SG hume (Gram) hike),(SG hume (Gram) hike),(SG hume (Gram) hike),-,(182.086.696),-,(409.757.352),(712.260.541),(301.285.477),,-182086696.0,,-409757352.0,-712260541.0,-301285477.0
Chia co lec,Chia co lec,Chia co lec,-,-,-,-,(323.860.452.400),(323.860.452.400),,,,,-323860452400.0,-323860452400.0
(1.605.390.106),(1.605.390.106),(1.605.390.106),-,-,-,-,(323.860.452.400),(323.860.452.400),,,,,-323860452400.0,-323860452400.0
(Chiam) hike,(Chiam) hike,(Chiam) hike,-,-,-,-,(323.860.452.400),(323.860.452.400),,,,,-323860452400.0,-323860452400.0
(SG du cout nay,(SG du cout nay,(SG du cout nay,-,-,-,-,(323.860.452.400),(323.860.452.400),,,,,-323860452400.0,-323860452400.0
