row_label_raw,row_label_full,Nha CanadaVat Kind TIC,May macro vetah teit bi,Phuding tenVan tali,Thirti biVan phang,Tal san co finbhuy finh kiac,VND,VND_1,VND_2,VND_3,Ting,numeric__May macro vetah teit bi,numeric__Phuding tenVan tali,numeric__Thirti biVan phang,numeric__Tal san co finbhuy finh kiac,numeric__VND,numeric__VND_1,numeric__VND_2,numeric__VND_3,numeric__Ting
"17.770.689,271.921","17.770.689,271.921","17.770.689,271.921",48.658.338.362.880,306.835.055.108,109.193.480.065,2.123.704.305.813,68.968.940.475.787,,,,,48658338362880.0,306835055108.0,109193480065.0,2123704305813.0,68968940475787.0,,,,
694.200.000,694.200.000,694.200.000,23.479.044.3322,9.597.344.761,11.882.395.420,-,(1.729.222.352),,,,,234790443322.0,9597344761.0,11882395420.0,,-1729222352.0,,,,
152.366.640.926,152.366.640.926,152.366.640.926,37.363.812.872,697.451.657,116.427.818,1.456.599.626,129.030.932.899,,,,,37363812872.0,697451657.0,116427818.0,1456599626.0,129030932899.0,,,,
53.911.506,53.911.506,53.911.506,(1.896.363.636),-,(194.393.152),-,(1.842.452.130),,,,,-1896363636.0,,-194393152.0,,-1842452130.0,,,,
53.911.506,53.911.506,53.911.506,-,(1.534.829.200),-,-,(1.729.222.352),,,,,,-1534829200.0,,,-1729222352.0,,,,
-,-,-,-,(1.534.829.200),(194.393.152),-,(1.842.452.130),,,,,,-1534829200.0,-194393152.0,,-1842452130.0,,,,
17.923.984.024.353,17.923.984.024.353,17.923.984.024.353,48.717.284.856.438,315.595.022.326,121.027.910.151,2.125.160.905.439,69.203.052.718.707,,,,,48717284856438.0,315595022326.0,121027910151.0,2125160905439.0,69203052718707.0,,,,
2.924.222.206.700,2.924.222.206.700,2.924.222.206.700,17.671.031.362.923,205.191.415.608,79.276.127.396,88.757.183.198,20.968.478.295.825,,,,,17671031362923.0,205191415608.0,79276127396.0,88757183198.0,20968478295825.0,,,,
772.379.202.394,772.379.202.394,772.379.202.394,3.408.971.762.206,29.125.719.495,11.136.400.641,88.496.392.171,4.310.136.536.907,,,,,3408971762206.0,29125719495.0,11136400641.0,88496392171.0,4310136536907.0,,,,
-,-,-,-,(1.534.829.200),(194.393.152),-,(1.729.222.352),,,,,,-1534829200.0,-194393152.0,,-1729222352.0,,,,
-,-,-,451.364.747,-,26.763.954,-,478.128.701,,,,,451364747.0,,26763954.0,,478128701.0,,,,
3.696.601.409.094,3.696.601.409.094,3.696.601.409.094,21.080.454.489.876,232.809.305.903,90.244.958.839,177.253.575.369,25.277.363.739.081,,,,,21080454489876.0,232809305903.0,90244958839.0,177253575369.0,25277363739081.0,,,,
14.846.647.065.221,14.846.647.065.221,14.846.647.065.221,30.987.306.999.957,101.643.639.500,29.917.352.669,2.034.947.122.615,48.000.462.179.962,,,,,30987306999957.0,101643639500.0,29917352669.0,2034947122615.0,48000462179962.0,,,,
14.227.382.615.259,14.227.382.615.259,14.227.382.615.259,27.636.830.366.562,82.785.716.4423,30.782.951.312,1.947.907.330.070,43.925.688.979.626,,,,,27636830366562.0,827857164423.0,30782951312.0,1947907330070.0,43925688979626.0,,,,
14.227.382.615.259,14.227.382.615.259,14.227.382.615.259,30.987.306.999.957,82.785.716.4423,30.782.951.312,1.947.907.330.070,43.925.688.979.626,,,,,30987306999957.0,827857164423.0,30782951312.0,1947907330070.0,43925688979626.0,,,,
