row_label_raw,row_label_full,col_0,5.307.945.631,881.480.000,-,numeric__5.307.945.631,numeric__881.480.000,numeric__-
Tra truote cho nguii ban,Tra truote cho nguii ban,Tra truote cho nguii ban,5.307.945.631,881.480.000,-,5307945631.0,881480000.0,
Cingy y cs phan xiyu bao y an nin duu khi vitet Nam,Cingy y cs phan xiyu bao y an nin duu khi vitet Nam,Cingy y cs phan xiyu bao y an nin duu khi vitet Nam,4.557.996.299,-,3.931.782.113,4557996299.0,,3931782113.0
Tong cingy y dung dich khan wan hya pham dau khi - CTCP,Tong cingy y dung dich khan wan hya pham dau khi - CTCP,Tong cingy y dung dich khan wan hya pham dau khi - CTCP,4.557.996.299,-,-,4557996299.0,,
Cingy y cs phan ching khon dau khi,Cingy y cs phan ching khon dau khi,Cingy y cs phan ching khon dau khi,263.360.518.943,266.150.956.784,-,263360518943.0,266150956784.0,
Cingy y cd phan xay dung cingng nyghijep va dan dung deu khi,Cingy y cd phan xay dung cingng nyghijep va dan dung deu khi,Cingy y cd phan xay dung cingng nyghijep va dan dung deu khi,1.243.362.706.255,2.938.713.069.345,-,1243362706255.0,2938713069345.0,
Phal ti ra nguii ban,Phal ti ra nguii ban,Phal ti ra nguii ban,1.196.461.450.236,1.038.110.318.129,-,1196461450236.0,1038110318129.0,
Tap doan Ddu khi vitet Nam,Tap doan Ddu khi vitet Nam,Tap doan Ddu khi vitet Nam,1.424.362.706.255,2.938.713.069.345,-,1424362706255.0,2938713069345.0,
Cingy y cs phan xiang duu khi vang ayng,Cingy y cs phan xiang duu khi vang ayng,Cingy y cs phan xiang duu khi vang ayng,1.470.7788.010,3.4.014.804.665,89.143.792,14707788010.0,34014804665.0,89143792.0
Cingy y cd phan xay duu khi vang ayng,Cingy y cd phan xay duu khi vang ayng,Cingy y cd phan xay duu khi vang ayng,1.400.000.479.783,9.382.412.825,2.478.888.889,1400000479783.0,9382412825.0,2478888889.0
Cingy y cd phan xay yda hha pham dau khi,Cingy y cd phan xay yda hha pham dau khi,Cingy y cd phan xay yda hha pham dau khi,6.173.346.963,4.494.730.130,-,6173346963.0,4494730130.0,
Cingy y cd phan xay yda duu khi vang ayng,Cingy y cd phan xay yda duu khi vang ayng,Cingy y cd phan xay yda duu khi vang ayng,1.165.095.429,3.838.461.533,-,1165095429.0,3838461533.0,
Cingy y baio duwng - Sula chaua cingng tinh dau khi,Cingy y baio duwng - Sula chaua cingng tinh dau khi,Cingy y baio duwng - Sula chaua cingng tinh dau khi,1.057.053.213,9.577.240.607,-,1057053213.0,9577240607.0,
