row_label_raw,row_label_full,col_0,5.307.945.631,881.480.000,-,numeric__5.307.945.631,numeric__881.480.000,numeric__-
Cingy y cd phan xay lag duu khi vitet Nam,Cingy y cd phan xay lag duu khi vitet Nam,Cingy y cd phan xay lag duu khi vitet Nam,488.191.304,1.793.797.384.201,454.403.426,488191304.0,1793797384201.0,454403426.0
Cingy y cd phan xay lag duu khi vitet Nam,Cingy y cd phan xay lag duu khi vitet Nam,Cingy y cd phan xay lag duu khi vitet Nam,454.403.426,-,634.792.503,454403426.0,,634792503.0
Cingy y cd phan xay lag duu khi vitet Nam,Cingy y cd phan xay lag duu khi vitet Nam,Cingy y cd phan xay lag duu khi vitet Nam,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Cingy y cd phan xay,Cingy y cd phan xay,Cingy y cd phan xay,488.191.304,-,-,488191304.0,,
Tang cingy y cd phan xay,Tang cingy y cd phan xay,Tang cingy y cd phan xay,488.191.304,-,-,488191304.0,,
