row_label_raw,row_label_full,Công ty mẹ - Tổng Công ty Điện lực Dầu khí Việt Nam,Số cuối nămVND > 128.733.156.808,Số đầu nămVND > 78.823.220.293,numeric__Số cuối nămVND > 128.733.156.808,numeric__Số đầu nămVND > 78.823.220.293
Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,39.991.665.881,40.713.939.719,39991665881.0,40713939719.0
Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,2.473.746.478,2.500.000.000,2473746478.0,2500000000.0
,,,171.198.569.167,122.037.160.012,171198569167.0,122037160012.0
