row_label_raw,row_label_full,"Tên công ty liên doanh, liên kết",Hoạt động chính,Số cuối năm > Số lượng cổ phiếu,Số cuối năm > Giá trị khoản đầu tư,Số cuối năm > Tỷ lệ sở hữu,Số đầu năm > Số lượng cổ phiếu,Số đầu năm > Giá trị khoản đầu tư,Số đầu năm > Tỷ lệ sở hữu,numeric__Hoạt động chính,numeric__Số cuối năm > Số lượng cổ phiếu,numeric__Số cuối năm > Giá trị khoản đầu tư,numeric__Số cuối năm > Tỷ lệ sở hữu,numeric__Số đầu năm > Số lượng cổ phiếu,numeric__Số đầu năm > Giá trị khoản đầu tư,numeric__Số đầu năm > Tỷ lệ sở hữu
"Tên công ty liên doanh, liên kết","Tên công ty liên doanh, liên kết","Tên công ty liên doanh, liên kết",Hoạt động chính,,VND,%,,VND,%,,,,,,,
Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất",Công ty Cổ phần Dịch vụ Hàng không Sân bay Tân Sơn Nhất,Kinh doanh thương mại dịch vụ tại sân bay,65.504.200,1.658.488.050.233,"49,07",65.504.200,1.678.743.841.164,"49,07",,65504200.0,1658488050233.0,49.07,65504200.0,1678743841164.0,49.07
Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Phục vụ Mặt đất Sài Gòn",Công ty Cổ phần Phục vụ Mặt đất Sài Gòn,Dịch vụ thương mại mặt đất tại sân bay,16.128.051,868.584.910.869,"48,03",16.128.051,802.958.835.302,"48,03",,16128051.0,868584910869.0,48.03,16128051.0,802958835302.0,48.03
Công ty Cổ phần Phục vụ Mặt đất Hà Nội,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Phục vụ Mặt đất Hà Nội",Công ty Cổ phần Phục vụ Mặt đất Hà Nội,Dịch vụ mặt đất tại sân bay Nội Bài,6.000.000,74.332.711.205,"20,00",6.000.000,77.172.786.148,"20,00",,6000000.0,74332711205.0,20.0,6000000.0,77172786148.0,20.0
Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cằng Hàng không Miền Nam (i),"Tên công ty liên doanh, liên kết > Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cằng Hàng không Miền Nam (i)",Công ty TNHH Dịch vụ Bảo dưỡng Máy bay Cằng Hàng không Miền Nam (i),Bảo dưỡng và sửa chữa máy bay,,54.031.197.222,"51,00",,49.233.852.430,"51,00",,,54031197222.0,51.0,,49233852430.0,51.0
Công ty Cổ phần Vận Tài Hàng không Miền Nam,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Vận Tài Hàng không Miền Nam",Công ty Cổ phần Vận Tài Hàng không Miền Nam,Vận tải hành khách đường bộ,1.305.000,14.791.547.498,"30,00",1.305.000,13.662.371.879,"30,00",,1305000.0,14791547498.0,30.0,1305000.0,13662371879.0,30.0
Công ty Cổ phần Thương mại Hàng không Miền Nam,"Tên công ty liên doanh, liên kết > Công ty Cổ phần Thương mại Hàng không Miền Nam",Công ty Cổ phần Thương mại Hàng không Miền Nam,"Sản xuất nước uống tinh khiết, nước khoáng đóng chai",493.000,3.493.363.314,"29,53",493.000,3.478.701.026,"29,53",,493000.0,3493363314.0,29.53,493000.0,3478701026.0,29.53
,,,,,2.673.721.780.341,,,2.625.250.387.949,,,,2673721780341.0,,,2625250387949.0,
