row_label_raw,row_label_full,col_0,col_1,Năm nay,Năm trước,numeric__col_1,numeric__Năm nay,numeric__Năm trước
,,,,VND,VND,,,
"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường","Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường",,,
Ông Lại Xuân Thanh,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Lại Xuân Thanh",Ông Lại Xuân Thanh,Chủ tịch,1.543.391.854,1.526.171.831,,1543391854.0,1526171831.0
Ông Vũ Thế Phiệt,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Vũ Thế Phiệt",Ông Vũ Thế Phiệt,Tổng Giám đốc,1.522.223.421,1.499.352.513,,1522223421.0,1499352513.0
Ông Đào Việt Dũng,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Đào Việt Dũng",Ông Đào Việt Dũng,Thành viên,1.442.278.293,1.427.756.812,,1442278293.0,1427756812.0
Bà Lê Thị Diệu Thúy,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Bà Lê Thị Diệu Thúy",Bà Lê Thị Diệu Thúy,Thành viên,1.420.628.490,1.407.860.824,,1420628490.0,1407860824.0
Ông Lê Văn Kiên,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Lê Văn Kiên",Ông Lê Văn Kiên,Thành viên,1.296.434.077,950.783.554,,1296434077.0,950783554.0
Bà Nguyễn Thị Hồng Phượng,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Bà Nguyễn Thị Hồng Phượng",Bà Nguyễn Thị Hồng Phượng,Thành viên,1.312.217.318,965.527.116,,1312217318.0,965527116.0
Ông Nguyễn Ngọc Quý (*),"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Nguyễn Ngọc Quý (*)",Ông Nguyễn Ngọc Quý (*),Thành viên,579.795.010,-,,579795010.0,
Ông Đỗ Tất Bình (**),"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Đỗ Tất Bình (**)",Ông Đỗ Tất Bình (**),Phó Tổng Giám đốc,1.294.348.729,1.348.970.438,,1294348729.0,1348970438.0
Ông Nguyễn Đức Hùng,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Nguyễn Đức Hùng",Ông Nguyễn Đức Hùng,Phó Tổng Giám đốc,1.378.629.151,1.362.444.992,,1378629151.0,1362444992.0
Ông Trần Anh Vũ,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Trần Anh Vũ",Ông Trần Anh Vũ,Phó Tổng Giám đốc,1.275.328.208,1.024.096.150,,1275328208.0,1024096150.0
Ông Nguyễn Tiến Việt,"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Nguyễn Tiến Việt",Ông Nguyễn Tiến Việt,Phó Tổng Giám đốc,1.284.227.687,949.912.845,,1284227687.0,949912845.0
Ông Nguyễn Quốc Phương (**),"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Nguyễn Quốc Phương (**)",Ông Nguyễn Quốc Phương (**),Phó Tổng Giám đốc,804.860.539,1.322.315.485,,804860539.0,1322315485.0
Ông Nguyễn Cao Cường (*),"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Nguyễn Cao Cường (*)",Ông Nguyễn Cao Cường (*),Phó Tổng Giám đốc,361.512.501,-,,361512501.0,
Ông Nguyễn Văn Nhung (*),"Hội đồng Quản trị, Ban Tổng Giám đốc và Kế toán trường > Ông Nguyễn Văn Nhung (*)",Ông Nguyễn Văn Nhung (*),Kế toán trường,567.305.660,-,,567305660.0,
,,,,16.083.180.938,13.785.192.560,,16083180938.0,13785192560.0
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,,,
Bà Huỳnh Thị Diệu,Ban Kiểm soát > Bà Huỳnh Thị Diệu,Bà Huỳnh Thị Diệu,Trường ban,1.353.221.469,1.341.617.476,,1353221469.0,1341617476.0
Ông Nguyễn Hữu Phúc,Ban Kiểm soát > Ông Nguyễn Hữu Phúc,Ông Nguyễn Hữu Phúc,Thành viên,821.285.419,817.948.995,,821285419.0,817948995.0
Ông Lương Quốc Bình,Ban Kiểm soát > Ông Lương Quốc Bình,Ông Lương Quốc Bình,Thành viên,737.729.671,546.075.174,,737729671.0,546075174.0
,,,,2.912.236.559,2.705.641.645,,2912236559.0,2705641645.0
,,,,18.995.417.497,16.490.834.205,,18995417497.0,16490834205.0
