row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,Nhà xưởng và vật kiến trúc,5 – 25,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,3 – 10,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,3 – 5,
Phương tiện vận tải,Thiết bị văn phòng > Phương tiện vận tải,Phương tiện vận tải,6,6.0
