row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,,,,
Công ty Cổ phần Hàng không Tre Việt,a. Ngắn hạn > Công ty Cổ phần Hàng không Tre Việt,Công ty Cổ phần Hàng không Tre Việt,2.099.567.054.341,(2.099.567.054.341),998.858.386.083,(384.088.512.585),2099567054341.0,-2099567054341.0,998858386083.0,-384088512585.0
Công ty Cổ phần Hàng không Pacific Airlines,a. Ngắn hạn > Công ty Cổ phần Hàng không Pacific Airlines,Công ty Cổ phần Hàng không Pacific Airlines,839.370.789.382,(839.370.789.382),569.549.981.142,(509.089.731.732),839370789382.0,-839370789382.0,569549981142.0,-509089731732.0
Công ty Cổ phần Hàng Không VietJet,a. Ngắn hạn > Công ty Cổ phần Hàng Không VietJet,Công ty Cổ phần Hàng Không VietJet,1.233.834.668.259,(359.872.011.607),1.840.192.158.504,(211.976.633.766),1233834668259.0,-359872011607.0,1840192158504.0,-211976633766.0
Công Ty Cổ phần Hàng Không Lữ Hành Việt Nam,a. Ngắn hạn > Công Ty Cổ phần Hàng Không Lữ Hành Việt Nam,Công Ty Cổ phần Hàng Không Lữ Hành Việt Nam,244.549.126.808,(244.549.126.808),115.356.151.686,(103.454.947.861),244549126808.0,-244549126808.0,115356151686.0,-103454947861.0
Tổng Công ty hàng không Việt Nam - CTCP,a. Ngắn hạn > Tổng Công ty hàng không Việt Nam - CTCP,Tổng Công ty hàng không Việt Nam - CTCP,1.231.131.955.271,(141.689.154.957),704.101.483.015,-,1231131955271.0,-141689154957.0,704101483015.0,
Công ty Cổ phần Hàng không Mê Kông (Air Mekong),a. Ngắn hạn > Công ty Cổ phần Hàng không Mê Kông (Air Mekong),Công ty Cổ phần Hàng không Mê Kông (Air Mekong),25.907.942.217,(25.907.942.217),25.907.942.217,(25.907.942.217),25907942217.0,-25907942217.0,25907942217.0,-25907942217.0
Các khoản phải thu khác,a. Ngắn hạn > Các khoản phải thu khác,Các khoản phải thu khác,15.270.549.614,(12.236.113.524),20.522.337.179,(10.707.149.027),15270549614.0,-12236113524.0,20522337179.0,-10707149027.0
,,,5.689.632.085.892,(3.723.192.192.836),4.274.488.439.826,(1.245.224.917.188),5689632085892.0,-3723192192836.0,4274488439826.0,-1245224917188.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,b. Dài hạn,,,,
Công ty Cổ phần Hoàng Long Yến,b. Dài hạn > Công ty Cổ phần Hoàng Long Yến,Công ty Cổ phần Hoàng Long Yến,2.800.000.200,(2.800.000.200),5.600.000.200,(5.600.000.200),2800000200.0,-2800000200.0,5600000200.0,-5600000200.0
,,,5.692.432.086.092,(3.725.992.193.036),4.280.088.440.026,(1.250.824.917.388),5692432086092.0,-3725992193036.0,4280088440026.0,-1250824917388.0
