row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Trên năm năm,Số cuối nămVND > 410.420.912.532 > 1.231.262.737.596 > 8.404.347.870.566,Số đầu năm(Trình bày lại)VND > 366.327.406.916 > 426.090.355.106 > 1.278.271.065.318 > 9.130.043.354.364,numeric__Số cuối nămVND > 410.420.912.532 > 1.231.262.737.596 > 8.404.347.870.566,numeric__Số đầu năm(Trình bày lại)VND > 366.327.406.916 > 426.090.355.106 > 1.278.271.065.318 > 9.130.043.354.364
,,,10.456.452.433.226,11.200.732.181.704,10456452433226.0,11200732181704.0
Trừ số vay dài hạn phải trả trong vòng12 tháng (trình bày như vay ngắn hạn),Trừ số vay dài hạn phải trả trong vòng12 tháng (trình bày như vay ngắn hạn),Trừ số vay dài hạn phải trả trong vòng12 tháng (trình bày như vay ngắn hạn),410.420.912.532,366.327.406.916,410420912532.0,366327406916.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,10.046.031.520.694,10.834.404.774.788,10046031520694.0,10834404774788.0
