row_label_raw,row_label_full,col_0,"Quỹ khen thưởng,phúc lợi",Quỹ thườngBan điều hành,Tổng,"numeric__Quỹ khen thưởng,phúc lợi",numeric__Quỹ thườngBan điều hành,numeric__Tổng
,,,VND,VND,VND,,,
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,190.305.594.710,1.534.203.000,191.839.797.710,190305594710.0,1534203000.0,191839797710.0
Tăng từ lợi nhuận,Tăng từ lợi nhuận,Tăng từ lợi nhuận,720.732.577.796,2.829.352.500,723.561.930.296,720732577796.0,2829352500.0,723561930296.0
Tăng khác,Tăng khác,Tăng khác,1.391.483.357,-,1.391.483.357,1391483357.0,,1391483357.0
Sử dụng quỹ,Sử dụng quỹ,Sử dụng quỹ,(715.236.102.876),(3.434.203.000),(718.670.305.876),-715236102876.0,-3434203000.0,-718670305876.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,197.193.552.987,929.352.500,198.122.905.487,197193552987.0,929352500.0,198122905487.0
