row_label_raw,row_label_full,col_0,CHÌ TIÊU,Mã số,Năm nay,Năm trước(Trình bày lại),numeric__CHÌ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước(Trình bày lại)
III.,III.,III.,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1.,III. > 1.,1.,Tiền trả nợ gốc vay,34,(366.327.406.916),(362.423.564.971),,34.0,-366327406916.0,-362423564971.0
2.,III. > 2.,2.,"Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(2.004.560.000),(24.510.000),,36.0,-2004560000.0,-24510000.0
2.,III. > 2.,2.,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(368.331.966.916),(362.448.074.971),,40.0,-368331966916.0,-362448074971.0
2.,III. > 2.,2.,Lưu chuyển tiền và tương đương tiền thuần trong năm (50=20+30+40),50,327.525.731.858,1.930.670.529.788,,50.0,327525731858.0,1930670529788.0
2.,III. > 2.,2.,Tiền và tương đương tiền đầu năm,60,2.496.515.921.711,572.833.249.811,,60.0,2496515921711.0,572833249811.0
2.,III. > 2.,2.,Ảnh hưởng của thay đối tỷ giá hối đoái quy đối ngoại tệ,61,19.672.129.267,(6.987.857.888),,61.0,19672129267.0,-6987857888.0
2.,III. > 2.,2.,Tiền và tương đương tiền cuối năm (70=50+60+61),70,2.843.713.782.836,2.496.515.921.711,,70.0,2843713782836.0,2496515921711.0
