row_label_raw,row_label_full,Tiền chi trả nợ gốc vay,34,(362.423.564.971),(362.423.564.971)_1,-,numeric__34,numeric__(362.423.564.971),numeric__(362.423.564.971)_1,numeric__-
"Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,(24.510.000),(24.510.000),-,36.0,-24510000.0,-24510000.0,
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,(362.448.074.971),(362.448.074.971),-,40.0,-362448074971.0,-362448074971.0,
Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),Lưu chuyển tiền thuần trong năm (50=20+30+40),50,1.930.670.529.788,1.930.670.529.788,-,50.0,1930670529788.0,1930670529788.0,
Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,572.833.249.811,572.833.249.811,-,60.0,572833249811.0,572833249811.0,
Ảnh hưởng của thay đối tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đối tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đối tỷ giá hối đoái quy đổi ngoại tệ,61,(6.987.857.888),(6.987.857.888),-,61.0,-6987857888.0,-6987857888.0,
Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),Tiền và tương đương tiền cuối năm (70=50+60+61),70,2.496.515.921.711,2.496.515.921.711,-,70.0,2496515921711.0,2496515921711.0,
