row_label_raw,row_label_full,"Tiền chi mua sắm, xây dựngtài sản cố định",21,(4.982.359.923.366),(5.063.131.419.355),(80.771.495.989),numeric__21,numeric__(4.982.359.923.366),numeric__(5.063.131.419.355),numeric__(80.771.495.989)
"Tiền thu thanh lý, nhượng bántài sản cố định","Tiền thu thanh lý, nhượng bántài sản cố định","Tiền thu thanh lý, nhượng bántài sản cố định",22,1.348.865.072,1.348.865.072,-,22.0,1348865072.0,1348865072.0,
Tiền chi mua công cụ nợ củaddơn vị khác,Tiền chi mua công cụ nợ củaddơn vị khác,Tiền chi mua công cụ nợ củaddơn vị khác,23,(2.071.100.000.000),(2.071.100.000.000),-,23.0,-2071100000000.0,-2071100000000.0,
Tiền thu hồi bán láicác công cụ nợ của đơn vị khác,Tiền thu hồi bán láicác công cụ nợ của đơn vị khác,Tiền thu hồi bán láicác công cụ nợ của đơn vị khác,24,4.290.000.000.000,4.290.000.000.000,-,24.0,4290000000000.0,4290000000000.0,
"Tiền thu lãi cho vay, cổ tức vàlợi nhuận được chia","Tiền thu lãi cho vay, cổ tức vàlợi nhuận được chia","Tiền thu lãi cho vay, cổ tức vàlợi nhuận được chia",27,1.792.180.605.474,1.792.180.605.474,-,27.0,1792180605474.0,1792180605474.0,
Lưu chuyển tiền thuần từhoạt động đầu tư,Lưu chuyển tiền thuần từhoạt động đầu tư,Lưu chuyển tiền thuần từhoạt động đầu tư,30,(969.930.452.820),(1.050.701.948.809),(80.771.495.989),30.0,-969930452820.0,-1050701948809.0,-80771495989.0
