row_label_raw,row_label_full,col_0,col_1,Năm nayVND,Năm trước(Trình bày lại)VND,numeric__col_1,numeric__Năm nayVND,numeric__Năm trước(Trình bày lại)VND
I.,I.,I.,Nguồn thu từ hoạt động khai thác tài sản KCHTHK,Nguồn thu từ hoạt động khai thác tài sản KCHTHK,Nguồn thu từ hoạt động khai thác tài sản KCHTHK,,,
1.,I. > 1.,1.,Doanh thu dịch vụ hạ cắt cánh,2.576.272.615.268,2.146.058.809.410,,2576272615268.0,2146058809410.0
1.,I. > 1.,1.,Các khoản giảm trừ doanh thu,64.634.797.650,56.941.952.058,,64634797650.0,56941952058.0
1.,I. > 1.,1.,Doanh thu thuần,2.511.637.817.618,2.089.116.857.352,,2511637817618.0,2089116857352.0
2.,I. > 2.,2.,Lãi tiền gửi,2.720.570.377,1.831.611.609,,2720570377.0,1831611609.0
3.,I. > 3.,3.,Thu nhập khác,-,290.794.102,,,290794102.0
,,,,2.514.358.387.995,2.091.239.263.063,,2514358387995.0,2091239263063.0
II.,II.,II.,Các khoản chi cho hoạt động khai thác tài sản KCHTHK,Các khoản chi cho hoạt động khai thác tài sản KCHTHK,Các khoản chi cho hoạt động khai thác tài sản KCHTHK,,,
1.,II. > 1.,1.,Chi phí hoạt động,967.584.465.392,973.414.544.215,,967584465392.0,973414544215.0
1.,II. > 1.,1.,Chi phí nhân viên,477.705.996.318,459.665.686.162,,477705996318.0,459665686162.0
1.,II. > 1.,1.,"Chi phí vật liệu, công cụ dụng cụ,đồ dùng văn phòng",7.762.685.778,7.985.133.549,,7762685778.0,7985133549.0
1.,II. > 1.,1.,Phân bổ khấu hao tài sản cố định từchi phí quản lý chung,67.074.465.108,67.316.497.608,,67074465108.0,67316497608.0
1.,II. > 1.,1.,"Thuế, phí, lệ phí",1.560.984.723,1.609.232.547,,1560984723.0,1609232547.0
1.,II. > 1.,1.,Chi phí sửa chữa tài sản,216.541.959.666,245.629.970.299,,216541959666.0,245629970299.0
1.,II. > 1.,1.,"Chi phí điện, nước, thông tin liên lạc",19.616.297.753,19.037.172.365,,19616297753.0,19037172365.0
1.,II. > 1.,1.,Chi phí dịch vụ mua ngoài khác,83.564.021.867,77.966.329.742,,83564021867.0,77966329742.0
1.,II. > 1.,1.,Chi phí phúc lợi người lao động,30.069.719.336,28.803.955.932,,30069719336.0,28803955932.0
1.,II. > 1.,1.,Chi phí bằng tiền khác,59.699.374.737,62.842.716.704,,59699374737.0,62842716704.0
1.,II. > 1.,1.,Lỗ chênh lệch tỷ giá,3.988.960.106,2.557.849.307,,3988960106.0,2557849307.0
2.,II. > 2.,2.,Chi phí thuế thu nhập doanh nghiệp hiện hành,309.455.888.264,223.825.194.392,,309455888264.0,223825194392.0
3.,II. > 3.,3.,Thu nhập thuế thu nhập doanh nghiệphoãn lại,(101.103.744),(260.250.623),,-101103744.0,-260250623.0
,,,,1.276.939.249.912,1.196.979.487.984,,1276939249912.0,1196979487984.0
III.,II. > III.,III.,Chênh lệch còn lại,1.237.419.138.083,894.259.775.079,,1237419138083.0,894259775079.0
