row_label_raw,row_label_full,col_0,Mã số,2023 VND,2022 VND,numeric__Mã số,numeric__2023 VND,numeric__2022 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,8.098.846.606.679,6.243.360.910.765,1.0,8098846606679.0,6243360910765.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,655.993.278.154,814.270.399.742,2.0,655993278154.0,814270399742.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,108.026.674.230,76.909.069.186,3.0,108026674230.0,76909069186.0
"Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ (Lãi)/lỗ từ thanh lý, xóa số tài sản cố định và khoản đầu tư vào một công ty con","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ (Lãi)/lỗ từ thanh lý, xóa số tài sản cố định và khoản đầu tư vào một công ty con","Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ (Lãi)/lỗ từ thanh lý, xóa số tài sản cố định và khoản đầu tư vào một công ty con",04,2.499.315.770,(88.121.775),4.0,2499315770.0,-88121775.0
"Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ (Lãi)/lỗ từ thanh lý, xóa số tài sản cố định và khoản đầu tư vào một công ty con","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ (Lãi)/lỗ từ thanh lý, xóa số tài sản cố định và khoản đầu tư vào một công ty con","Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ (Lãi)/lỗ từ thanh lý, xóa số tài sản cố định và khoản đầu tư vào một công ty con",05,(7.562.851),7.621.992.370,5.0,-7562851.0,7621992370.0
Thu nhập lãi và thu nhập khác từ các hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và thu nhập khác từ các hoạt động đầu tư,Thu nhập lãi và thu nhập khác từ các hoạt động đầu tư,05,(1.808.788.060.961),(899.616.238.833),5.0,-1808788060961.0,-899616238833.0
Lợi nhuận được chia từ một công ty liên kết,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận được chia từ một công ty liên kết,Lợi nhuận được chia từ một công ty liên kết,05,(58.661.298.695),(13.296.085.000),5.0,-58661298695.0,-13296085000.0
Chi phí lãi vay và chi phí tài chính khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay và chi phí tài chính khác,Chi phí lãi vay và chi phí tài chính khác,06,488.321.280.057,310.203.035.562,6.0,488321280057.0,310203035562.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,7.486.230.232.383,6.539.364.962.017,8.0,7486230232383.0,6539364962017.0
