row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2023VND,Giá trị giao dịch > 2022VND,Phải thu/(Phải trả) tại ngày > 31/12/2023VND,Phải thu/(Phải trả) tại ngày > 1/1/2023VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2023VND,numeric__Giá trị giao dịch > 2022VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2023VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2023VND
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Bán hàng hóa và dịch vụ,10.645.102.479,17.966.668.052,1.221.745.500,4.996.732.505,,10645102479.0,17966668052.0,1221745500.0,4996732505.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Mua hàng hóa,1.730.731.639,8.931.082.113,(688.457.286),(871.192.978),,1730731639.0,8931082113.0,-688457286.0,-871192978.0
Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Công ty Cổ phần Phúc Long Heritage,Phí hỗ trợ quản lý,1.438.215.492,1.889.883.833,1.553.272.731,2.041.074.540,,1438215492.0,1889883833.0,1553272731.0,2041074540.0
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Bán hàng hóa,-,9.238.570,-,9.977.656,,,9238570.0,,9977656.0
Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Công ty Cổ phần Mobicast,Mua dịch vụ,5.660.418.990,4.669.694.202,(240.824.372),(203.500.568),,5660418990.0,4669694202.0,-240824372.0,-203500568.0
Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Bán hàng hóa,238.214.559,126.046.020,23.389.399,13.376.167,,238214559.0,126046020.0,23389399.0,13376167.0
Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Bán tài sản cố định,21.000.000,-,-,-,,21000000.0,,,
Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Mua dịch vụ,450.096.070,653.654.856,-,(117.585.596),,450096070.0,653654856.0,,-117585596.0
Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Phí hỗ trợ quản lý,1.650.296.993,747.895.144,1.782.320.752,807.726.756,,1650296993.0,747895144.0,1782320752.0,807726756.0
Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Công ty Cổ phần Surpa,Phải trả khác,3.000.000,-,(3.000.000),-,,3000000.0,,-3000000.0,
Công ty Cổ phần Chứng khoán Kỹ Thương (*),Công ty Cổ phần Chứng khoán Kỹ Thương (*),Công ty Cổ phần Chứng khoán Kỹ Thương (*),Mua chứng khoán kinh doanh,2.592.779.525.558,3.087.046.500.000,-,-,,2592779525558.0,3087046500000.0,,
Công ty Cổ phần Chứng khoán Kỹ Thương (*),Công ty Cổ phần Chứng khoán Kỹ Thương (*),Công ty Cổ phần Chứng khoán Kỹ Thương (*),Bán chứng khoán kinh doanh,1.202.171.717.880,1.859.179.000.000,-,-,,1202171717880.0,1859179000000.0,,
Thành viên quản lý chủ chốt (**),Thành viên quản lý chủ chốt (**),Thành viên quản lý chủ chốt (**),Thù lao trả cho thành viên quản lý chủ chốt,64.187.364.312,74.565.470.035,-,-,,64187364312.0,74565470035.0,,
