row_label_raw,row_label_full,col_0,Nhà cửa và vật kiến trúc VND,Nâng cấp tài sản thuê VND,Máy móc và thiết bị VND,Phương tiện vận chuyển VND,Thiết bị văn phòng VND,Tổng VND,numeric__Nhà cửa và vật kiến trúc VND,numeric__Nâng cấp tài sản thuê VND,numeric__Máy móc và thiết bị VND,numeric__Phương tiện vận chuyển VND,numeric__Thiết bị văn phòng VND,numeric__Tổng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,2.741.198.228.109,59.361.231.666,5.706.860.256.188,32.536.404.193,102.339.226.818,8.642.295.346.974,2741198228109.0,59361231666.0,5706860256188.0,32536404193.0,102339226818.0,8642295346974.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,255.735.300,-,2.447.528.583,482.000.000,35.800.000,3.221.063.883,255735300.0,,2447528583.0,482000000.0,35800000.0,3221063883.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,55.487.133.202,-,1.021.941.564.966,4.769.079.738,3.657.902.056,1.085.855.679.962,55487133202.0,,1021941564966.0,4769079738.0,3657902056.0,1085855679962.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(1.487.605.193),(19.466.337.742),(54.037.432.331),(6.990.631.707),(1.779.717.049),(83.761.724.022),-1487605193.0,-19466337742.0,-54037432331.0,-6990631707.0,-1779717049.0,-83761724022.0
Xóa số,Nguyên giá > Xóa số,Xóa số,(32.538.645),(20.311.838.036),(8.022.329.284),-,-,(28.366.705.965),-32538645.0,-20311838036.0,-8022329284.0,,,-28366705965.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,2.795.420.952.773,19.583.055.888,6.669.189.588.122,30.796.852.224,104.253.211.825,9.619.243.660.832,2795420952773.0,19583055888.0,6669189588122.0,30796852224.0,104253211825.0,9619243660832.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,759.540.750.758,59.361.231.666,3.477.772.251.755,16.087.617.923,73.383.564.253,4.386.145.416.355,759540750758.0,59361231666.0,3477772251755.0,16087617923.0,73383564253.0,4386145416355.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,107.143.276.280,-,432.992.255.582,3.956.222.936,8.442.000.275,552.533.755.073,107143276280.0,,432992255582.0,3956222936.0,8442000275.0,552533755073.0
Thanh lý,Giá trị hao mòn lũy kế > Thanh lý,Thanh lý,(1.403.752.635),(19.466.337.742),(51.395.450.236),(6.632.190.803),(1.562.078.323),(80.459.809.739),-1403752635.0,-19466337742.0,-51395450236.0,-6632190803.0,-1562078323.0,-80459809739.0
Xóa số,Giá trị hao mòn lũy kế > Xóa số,Xóa số,(9.453.796),(20.311.838.036),(7.765.421.454),-,-,(28.086.713.286),-9453796.0,-20311838036.0,-7765421454.0,,,-28086713286.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,865.270.820.607,19.583.055.888,3.851.603.635.647,13.411.650.056,80.263.486.205,4.830.132.648.403,865270820607.0,19583055888.0,3851603635647.0,13411650056.0,80263486205.0,4830132648403.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,1.981.657.477.351,-,2.229.088.004.433,16.448.786.270,28.955.662.565,4.256.149.930.619,1981657477351.0,,2229088004433.0,16448786270.0,28955662565.0,4256149930619.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,1.930.150.132.166,-,2.817.585.952.475,17.385.202.168,23.989.725.620,4.789.111.012.429,1930150132166.0,,2817585952475.0,17385202168.0,23989725620.0,4789111012429.0
