row_label_raw,row_label_full,col_0,31/12/2023Giá gốc/Số có khả năngtrả nợVND,1/1/2023Giá gốc/Số có khả năngtrả nợVND,numeric__31/12/2023Giá gốc/Số có khả năngtrả nợVND,numeric__1/1/2023Giá gốc/Số có khả năngtrả nợVND
Phải trả cho các bên thứ ba,Phải trả cho các bên thứ ba,Phải trả cho các bên thứ ba,1.716.444.041.448,1.360.413.359.945,1716444041448.0,1360413359945.0
Phải trả cho các bên liên quan,Phải trả cho các bên liên quan,Phải trả cho các bên liên quan,326.556.368.667,159.430.435.048,326556368667.0,159430435048.0
,,,2.043.000.410.115,1.519.843.794.993,2043000410115.0,1519843794993.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
- Ngắn hạn,Trong đó: > - Ngắn hạn,- Ngắn hạn,2.023.711.673.115,1.495.519.562.993,2023711673115.0,1495519562993.0
- Dài hạn,Trong đó: > - Dài hạn,- Dài hạn,19.288.737.000,24.324.232.000,19288737000.0,24324232000.0
,,,2.043.000.410.115,1.519.843.794.993,2043000410115.0,1519843794993.0
