row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2023VND,Giá trị giao dịch > 2022VND,Phải thu/(Phải trả) tại ngày > 31/12/2023VND,Phải thu/(Phải trả) tại ngày > 1/1/2023VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2023VND,numeric__Giá trị giao dịch > 2022VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2023VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2023VND
Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,Công ty mẹ,,,,,
Công ty TNHH,Công ty mẹ > Công ty TNHH,Công ty TNHH,Cổ tức đã công bố,3.021.089.152.500,,,,,3021089152500.0,,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cho vay,190.000.000.000,1.960.610.109.140,3.356.430.547.940,6.047.191.980.732,,190000000000.0,1960610109140.0,3356430547940.0,6047191980732.0
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu nhập lãi cho vay,400.339.281.615,269.620.424.393,258.274.334.244,,,400339281615.0,269620424393.0,258274334244.0,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu hồi các khoản cho vay và lãi phải thu thông qua cán trừ với cổ tức phải trả,3.002.364.736.327,,,,,3002364736327.0,,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu hồi các khoản cho vay bằng tiền,19.500.000.000,,,,,19500000000.0,,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Thu hồi lãi cho vay bằng tiền mặt,961.643.836,,,,,961643836.0,,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Cổ tức đã trả bằng tiền,18.724.416.173,,,,,18724416173.0,,,
MasanConsumerHoldings,Công ty mẹ > MasanConsumerHoldings,MasanConsumerHoldings,Tiền thu từ chuyển nhượng khoản đầu tư,,315.033.720.000,,,,,315033720000.0,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,
Công ty Cổ phần Thực phẩm Cholimex,Công ty liên kết > Công ty Cổ phần Thực phẩm Cholimex,Công ty Cổ phần Thực phẩm Cholimex,Cổ tức nhận được sau ngày mua,13.296.085.000,13.296.085.000,,,,13296085000.0,13296085000.0,,
