row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2023VND,Giá trị giao dịch > 2022VND,Phải thu/(Phải trả) tại ngày > 31/12/2023VND,Phải thu/(Phải trả) tại ngày > 1/1/2023VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2023VND,numeric__Giá trị giao dịch > 2022VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2023VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2023VND
Công ty TNHH Một Thành ViênMasan Brewery HG,Công ty TNHH Một Thành ViênMasan Brewery HG,Công ty TNHH Một Thành ViênMasan Brewery HG,Bán hàng hóa,197.070.250,2.701.644.142,32.819.972,12.517.422,,197070250.0,2701644142.0,32819972.0,12517422.0
Công ty TNHH Một Thành ViênMasan Brewery HG,Công ty TNHH Một Thành ViênMasan Brewery HG,Công ty TNHH Một Thành ViênMasan Brewery HG,Mua hàng hóa và dịch vụ,7.096.157.868,4.009.729.325,(686.112.379),(552.827.601),,7096157868.0,4009729325.0,-686112379.0,-552827601.0
Công ty TNHH Một Thành ViênMasan Brewery HG,Công ty TNHH Một Thành ViênMasan Brewery HG,Công ty TNHH Một Thành ViênMasan Brewery HG,Mua tài sản cố định,-,658.119.415,-,(559.266.341),,,658119415.0,,-559266341.0
Công ty TNHH Một Thành ViênMasan Brewery HG,Công ty TNHH Một Thành ViênMasan Brewery HG,Công ty TNHH Một Thành ViênMasan Brewery HG,Phí hỗ trợ quản lý,152.424.394,152.467.607,164.618.346,2.654.132.879,,152424394.0,152467607.0,164618346.0,2654132879.0
Công ty TNHH MasanBrewery MB,Công ty TNHH MasanBrewery MB,Công ty TNHH MasanBrewery MB,Mua dịch vụ,4.536.000.000,-,(2.289.836.809),-,,4536000000.0,,-2289836809.0,
Công ty TNHH MasanBrewery MB,Công ty TNHH MasanBrewery MB,Công ty TNHH MasanBrewery MB,Phí hỗ trợ quản lý,481.224.446,1.705.044.885,519.722.402,1.841.448.476,,481224446.0,1705044885.0,519722402.0,1841448476.0
Công ty TNHH MasanBrewery MB,Công ty TNHH MasanBrewery MB,Công ty TNHH MasanBrewery MB,Đặt cọc thuê kho,12.327.201.917,54.871.988.576,67.199.190.493,54.871.988.576,,12327201917.0,54871988576.0,67199190493.0,54871988576.0
Công ty Cổ phầnMasan MEATLife,Công ty Cổ phầnMasan MEATLife,Công ty Cổ phầnMasan MEATLife,Bán hàng hóa,28.951.509,35.686.364,2.178.000,5.576.728,,28951509.0,35686364.0,2178000.0,5576728.0
Công ty Cổ phầnMasan MEATLife,Công ty Cổ phầnMasan MEATLife,Công ty Cổ phầnMasan MEATLife,Phí hỗ trợ quản lý,21.867.558.287,40.311.911.535,24.054.314.116,44.338.995.834,,21867558287.0,40311911535.0,24054314116.0,44338995834.0
Công ty TNHH MML FarmNghệ An,Công ty TNHH MML FarmNghệ An,Công ty TNHH MML FarmNghệ An,Phí hỗ trợ quản lý,-,377.092.445,-,73.923.379,,,377092445.0,,73923379.0
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Bán hàng hóa và dịch vụ,268.596.582,36.339.060.845,189.202.323,39.480.000,,268596582.0,36339060845.0,189202323.0,39480000.0
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Bán tài sản cố định,-,30.000.000,-,-,,,30000000.0,,
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Mua hàng hóa và dịch vụ,62.566.250,50.915.043.441,-,-,,62566250.0,50915043441.0,,
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Mua tài sản cố định,-,186.781.103.729,-,-,,,186781103729.0,,
Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Công ty TNHH MEATDeli HN,Phí hỗ trợ quản lý,-,5.791.448.325,-,1.592.653.552,,,5791448325.0,,1592653552.0
Công ty TNHH MEATDeliSài Gòn,Công ty TNHH MEATDeliSài Gòn,Công ty TNHH MEATDeliSài Gòn,Bán hàng hóa và dịch vụ,163.661.924,2.308.790.725,-,79.417.000,,163661924.0,2308790725.0,,79417000.0
Công ty TNHH MEATDeliSài Gòn,Công ty TNHH MEATDeliSài Gòn,Công ty TNHH MEATDeliSài Gòn,Mua hàng hóa,1.734.332.867,24.771.872.183,(547.101.800),(92.918.733),,1734332867.0,24771872183.0,-547101800.0,-92918733.0
Công ty TNHH MEATDeliSài Gòn,Công ty TNHH MEATDeliSài Gòn,Công ty TNHH MEATDeliSài Gòn,Phí hỗ trợ quản lý,-,3.879.530.906,-,1.991.201.521,,,3879530906.0,,1991201521.0
Công ty TNHH Thực phẩm 3FVIỆT,Công ty TNHH Thực phẩm 3FVIỆT,Công ty TNHH Thực phẩm 3FVIỆT,Bán hàng hóa và dịch vụ,49.647.548,1.339.409.731,8.075.000,15.397.130,,49647548.0,1339409731.0,8075000.0,15397130.0
Công ty TNHH Thực phẩm 3FVIỆT,Công ty TNHH Thực phẩm 3FVIỆT,Công ty TNHH Thực phẩm 3FVIỆT,Mua hàng hóa,33.148.791,37.012.747.140,-,-,,33148791.0,37012747140.0,,
Công ty TNHH Thực phẩm 3FVIỆT,Công ty TNHH Thực phẩm 3FVIỆT,Công ty TNHH Thực phẩm 3FVIỆT,Phí hỗ trợ quản lý,-,184.581.341,-,147.846.759,,,184581341.0,,147846759.0
