row_label_raw,row_label_full,Mối quan hệ,Bản chất giao dịch,Giá trị giao dịch > 2023VND,Giá trị giao dịch > 2022VND,Phải thu/(Phải trả) tại ngày > 31/12/2023VND,Phải thu/(Phải trả) tại ngày > 1/1/2023VND,numeric__Bản chất giao dịch,numeric__Giá trị giao dịch > 2023VND,numeric__Giá trị giao dịch > 2022VND,numeric__Phải thu/(Phải trả) tại ngày > 31/12/2023VND,numeric__Phải thu/(Phải trả) tại ngày > 1/1/2023VND
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Bán hàng hóa,115.642.471.462,34.276.977.663,-,5.428.719.336,,115642471462.0,34276977663.0,,5428719336.0
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Mua hàng hóa,174.148.845.162,439.020.868.191,(42.305.491.322),(146.162.162.871),,174148845162.0,439020868191.0,-42305491322.0,-146162162871.0
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Cung cấp dịch vụ phân phối,60.893.605.576,-,-,-,,60893605576.0,,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Phải trả tiền bán hàng thu hộ củadịch vụ phân phối,-,-,(269.362.001.707),-,,,,-269362001707.0,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Phí hỗ trợ bán hàng và giao hàngcủa dịch vụ phân phối,92.907.267.069,-,-,-,,92907267069.0,,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Mua tài sản cố định,420.913.690,-,-,-,,420913690.0,,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Thu hồi khoản cho vay bằng tiền,-,291.000.000.000,-,-,,,291000000000.0,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Thu nhập lãi cho vay,-,2.667.493.150,-,-,,,2667493150.0,,
Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Các bên liên quan khác > Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Công ty Cổ phần Masan JinJu(“MSJ”) và chi nhánh(từ tháng 10 năm 2022),Phí hỗ trợ quản lý,6.962.809.514,1.509.308.583,8.252.972.975,43.814.136,,6962809514.0,1509308583.0,8252972975.0,43814136.0
Công ty TNHH Masan MasterBrewer,Các bên liên quan khác > Công ty TNHH Masan MasterBrewer,Công ty TNHH Masan MasterBrewer,Bán hàng hóa,-,1.392.392,-,181.412,,,1392392.0,,181412.0
Công ty TNHH Một Thành viênMasan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery PY,Công ty TNHH Một Thành viênMasan Brewery PY,Bán hàng hóa,121.575.798,55.737.068,15.179.972,12.191.338,,121575798.0,55737068.0,15179972.0,12191338.0
Công ty TNHH Một Thành viênMasan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery PY,Công ty TNHH Một Thành viênMasan Brewery PY,Cho vay,90.000.000.000,-,90.000.000.000,-,,90000000000.0,,90000000000.0,
Công ty TNHH Một Thành viênMasan Brewery PY,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery PY,Công ty TNHH Một Thành viênMasan Brewery PY,Thu nhập lãi cho vay,135.616.438,-,135.616.438,-,,135616438.0,,135616438.0,
Công ty TNHH Một Thành viênMasan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Bán hàng hóa,661.452.405,13.187.030.020,-,3.337.160.542,,661452405.0,13187030020.0,,3337160542.0
Công ty TNHH Một Thành viênMasan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Mua hàng hóa,928.970.484,9.404.455.886,(7.530.001),(633.006.000),,928970484.0,9404455886.0,-7530001.0,-633006000.0
Công ty TNHH Một Thành viênMasan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Phí hỗ trợ quản lý,54.527.767.767,35.540.419.406,59.202.736.386,43.423.973.251,,54527767767.0,35540419406.0,59202736386.0,43423973251.0
Công ty TNHH Một Thành viênMasan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Cho vay,46.000.000.000,-,46.000.000.000,-,,46000000000.0,,46000000000.0,
Công ty TNHH Một Thành viênMasan Brewery Distribution,Các bên liên quan khác > Công ty TNHH Một Thành viênMasan Brewery Distribution,Công ty TNHH Một Thành viênMasan Brewery Distribution,Thu nhập lãi cho vay,2.611.287.669,-,2.611.287.669,-,,2611287669.0,,2611287669.0,
