row_label_raw,row_label_full,col_0,1/1/2023Giá trị ghi sổ/Số có khả năngtrả nợVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,Biến động trong năm > Đánh giá lạiVND,31/12/2023Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__1/1/2023Giá trị ghi sổ/Số có khả năngtrả nợVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__Biến động trong năm > Đánh giá lạiVND,numeric__31/12/2023Giá trị ghi sổ/Số có khả năngtrả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,6.012.686.646.185,22.847.868.263.015,(20.983.470.018.131),(88.265.346),7.876.996.625.723,6012686646185.0,22847868263015.0,-20983470018131.0,-88265346.0,7876996625723.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,613.530.368.335,591.806.239.637,(613.530.368.335),-,591.806.239.637,613530368335.0,591806239637.0,-613530368335.0,,591806239637.0
,,,6.626.217.014.520,23.439.674.502.652,(21.597.000.386.466),(88.265.346),8.468.802.865.360,6626217014520.0,23439674502652.0,-21597000386466.0,-88265346.0,8468802865360.0
