row_label_raw,row_label_full,col_0,Chi phí đất trả trước và phí sử dụng hạ tầng VND,Lợi thế kinh doanh từ cổ phần hóa VND,Công cụ và dụng cụ VND,Chi phí sắp xếp khoản vay VND,Tổng VND,numeric__Chi phí đất trả trước và phí sử dụng hạ tầng VND,numeric__Lợi thế kinh doanh từ cổ phần hóa VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí sắp xếp khoản vay VND,numeric__Tổng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,568.453.762.061,9.403.113.463,78.512.064.988,11.511.305.567,667.880.246.079,568453762061.0,9403113463.0,78512064988.0,11511305567.0,667880246079.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,25.085.474.598,-,25.085.474.598,,,25085474598.0,,25085474598.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,-,37.617.200.498,-,37.617.200.498,,,37617200498.0,,37617200498.0
Phân loại lại từ chi phí trả trước ngắn hạn,Phân loại lại từ chi phí trả trước ngắn hạn,Phân loại lại từ chi phí trả trước ngắn hạn,-,-,30.250.000,-,30.250.000,,,30250000.0,,30250000.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(13.773.944.001),(3.134.371.151),(61.274.209.098),(5.656.333.329),(83.838.857.579),-13773944001.0,-3134371151.0,-61274209098.0,-5656333329.0,-83838857579.0
Thanh lý,Thanh lý,Thanh lý,-,-,(545.228.488),-,(545.228.488),,,-545228488.0,,-545228488.0
Xóa số,Xóa số,Xóa số,-,-,(1.261.494.171),-,(1.261.494.171),,,-1261494171.0,,-1261494171.0
Chênh lệch quy đổi ngoại tệ,Chênh lệch quy đổi ngoại tệ,Chênh lệch quy đổi ngoại tệ,-,-,(8.517.838),-,(8.517.838),,,-8517838.0,,-8517838.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,554.679.818.060,6.268.742.312,78.155.540.489,5.854.972.238,644.959.073.099,554679818060.0,6268742312.0,78155540489.0,5854972238.0,644959073099.0
