row_label_raw,row_label_full,"- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > 31/12/2018","- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > 31/12/2017","numeric__- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > 31/12/2018","numeric__- Thuyết minh theo đối tượng khách hàng, loại hình doanh nghiệp > 31/12/2017"
Tiền gửi của TCKT,Tiền gửi của TCKT,Tiền gửi của TCKT,3.082.271,3.127.655,3082271.0,3127655.0
Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,Doanh nghiệp nhà nước,302.593,392.580,302593.0,392580.0
Công ty TNHH,Công ty TNHH,Công ty TNHH,2.016.528,2.126.599,2016528.0,2126599.0
Công ty Cổ phần,Công ty Cổ phần,Công ty Cổ phần,402.221,265.875,402221.0,265875.0
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,55.220,25.617,55220.0,25617.0
Doanh nghiệp cổ vốn đầu tư nước ngoài,Doanh nghiệp cổ vốn đầu tư nước ngoài,Doanh nghiệp cổ vốn đầu tư nước ngoài,305.709,316.984,305709.0,316984.0
Tiền gửi của cá nhân,Tiền gửi của cá nhân,Tiền gửi của cá nhân,10.120.488,10.477.049,10120488.0,10477049.0
Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,2.086.633,1.856.372,2086633.0,1856372.0
Tổng cộng,Tổng cộng,Tổng cộng,15.289.392,15.461.076,15289392.0,15461076.0
