row_label_raw,row_label_full,Bên liên quan,Mỗi quan hệ,Tình chất giao dịch,Phát sinh trêng năm,Số dư tại 31/12/2018,numeric__Mỗi quan hệ,numeric__Tình chất giao dịch,numeric__Phát sinh trêng năm,numeric__Số dư tại 31/12/2018
,,,,Tiền gửi thanh toán tại ngân hàng,-,610.957,,,,610957.0
Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty con,"Lãi phải trả tiền gửi, ký quỹ",4.237,-,,,4237.0,
Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty con,Tiền thuê nhà,3.164,-,,,3164.0,
Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty TNHH MTV Quản lý Nợ và Khai Thác tài sản,Công ty con,Góp vốn,-,612.503,,,,612503.0
Hội đồng Quản trị và Ban Tổng Giám đốc,Hội đồng Quản trị và Ban Tổng Giám đốc,Hội đồng Quản trị và Ban Tổng Giám đốc,Hội đồng Quản trị và Ban Tổng Giám đốc,Lương + thường,5.770,-,,,5770.0,
