row_label_raw,row_label_full,Khoản mục,"Nhà cửa, vật kiến trúc",Máy móc thiết bị,Phương tiện vận tải truyền dẫn,Thiết bị dụng cụ quản lý,Tài sản cố định khác,Tổng cộng,"numeric__Nhà cửa, vật kiến trúc",numeric__Máy móc thiết bị,numeric__Phương tiện vận tải truyền dẫn,numeric__Thiết bị dụng cụ quản lý,numeric__Tài sản cố định khác,numeric__Tổng cộng
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,757.072,69.169,50.489,36.791,11.156,924.677,757072.0,69169.0,50489.0,36791.0,11156.0,924677.0
- Mua trong năm,Nguyên giá TSCĐ hữu hình > - Mua trong năm,- Mua trong năm,4.144,778,3.608,906,461,9.897,4144.0,778.0,3608.0,906.0,461.0,9897.0
- Tăng khác,Nguyên giá TSCĐ hữu hình > - Tăng khác,- Tăng khác,144.237,,,,,144.237,144237.0,,,,,144237.0
- Tăng do điều chuyển,Nguyên giá TSCĐ hữu hình > - Tăng do điều chuyển,- Tăng do điều chuyển,,,530,,,530,,,530.0,,,530.0
- Tăng do điều chỉnh,Nguyên giá TSCĐ hữu hình > - Tăng do điều chỉnh,- Tăng do điều chỉnh,3.853,486,,11,35,4.385,3853.0,486.0,,11.0,35.0,4385.0
"- Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",,(372),(448),(202),(69),(1.091),,-372.0,-448.0,-202.0,-69.0,-1091.0
- Giảm do điều chuyển,Nguyên giá TSCĐ hữu hình > - Giảm do điều chuyển,- Giảm do điều chuyển,(11.273),,(530),,,(11.803),-11273.0,,-530.0,,,-11803.0
- Giảm do điều chỉnh,Nguyên giá TSCĐ hữu hình > - Giảm do điều chỉnh,- Giảm do điều chỉnh,(3.887),(331),,(595),(84),(4.897),-3887.0,-331.0,,-595.0,-84.0,-4897.0
Số dư cuối năm,Nguyên giá TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,894.146,69.730,53.649,36.911,11.499,1.065.935,894146.0,69730.0,53649.0,36911.0,11499.0,1065935.0
Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,Giá trị hao món lũy kế,,,,,,
Số dư đầu năm,Giá trị hao món lũy kế > Số dư đầu năm,Số dư đầu năm,190.364,59.962,41.185,22.118,9.196,322.825,190364.0,59962.0,41185.0,22118.0,9196.0,322825.0
- Hao mòn trong năm,Giá trị hao món lũy kế > - Hao mòn trong năm,- Hao mòn trong năm,31.437,2.526,2.772,3.116,684,40.535,31437.0,2526.0,2772.0,3116.0,684.0,40535.0
- Tăng do điều chuyển,Giá trị hao món lũy kế > - Tăng do điều chuyển,- Tăng do điều chuyển,,,530,,,530,,,530.0,,,530.0
- Tăng do điều chỉnh,Giá trị hao món lũy kế > - Tăng do điều chỉnh,- Tăng do điều chỉnh,2.593,621,116,226,26,3.582,2593.0,621.0,116.0,226.0,26.0,3582.0
"- Thanh lý, nhượng bán","Giá trị hao món lũy kế > - Thanh lý, nhượng bán","- Thanh lý, nhượng bán",,(372),(448),(202),(69),(1.091),,-372.0,-448.0,-202.0,-69.0,-1091.0
- Giảm do điều chuyển,Giá trị hao món lũy kế > - Giảm do điều chuyển,- Giảm do điều chuyển,(3.067),,(530),,,(3.597),-3067.0,,-530.0,,,-3597.0
- Giảm do điều chỉnh,Giá trị hao món lũy kế > - Giảm do điều chỉnh,- Giảm do điều chỉnh,(2.614),(432),(116),(810),(122),(4.094),-2614.0,-432.0,-116.0,-810.0,-122.0,-4094.0
Số dư cuối năm,Giá trị hao món lũy kế > Số dư cuối năm,Số dư cuối năm,218.713,62.305,43.509,24.448,9.715,358.690,218713.0,62305.0,43509.0,24448.0,9715.0,358690.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,566.708,9.207,9.304,14.673,1.960,601.852,566708.0,9207.0,9304.0,14673.0,1960.0,601852.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,675.433,7.425,10.140,12.463,1.784,707.245,675433.0,7425.0,10140.0,12463.0,1784.0,707245.0
