row_label_raw,row_label_full,31/12/2018,Tổng dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tin dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi của khách hàng,numeric__Các cam kết tin dụng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán
Trong nước,Trong nước,Trong nước,13.671.099,15.289.392,239.384,-,2.064.349,13671099.0,15289392.0,239384.0,,2064349.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
31/12/2017,31/12/2017,31/12/2017,Tổng dư nợ cho vay,Tổng tiền gửi của khách hàng,Các cam kết tin dụng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán,,,,,
Trong nước,31/12/2017 > Trong nước,Trong nước,14.105.444,15.461.076,253.633,-,1.946.070,14105444.0,15461076.0,253633.0,,1946070.0
Ngoài nước,Ngoài nước,Ngoài nước,-,-,-,-,-,,,,,
