row_label_raw,row_label_full,"Giá trị còn lại của TSCĐ hữu hình đã dùng để thể chấp, cảm cố cho các khoản vay > Cam kết mua TSCĐ có giá trị lớn trong tương lai > Cam kết bán TSCĐ có giá trị lớn trong tương lai > Giá trị còn lại của TSCĐ hữu hình tạm thời không được sử dụng vào sản xuất kinh doanh",31/12/2018 > -,31/12/2017 > -,numeric__31/12/2018 > -,numeric__31/12/2017 > -
Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vấn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vấn còn sử dụng,Nguyên giá TSCĐ hữu hình đã khấu hao hết nhưng vấn còn sử dụng,117.225,113.581,117225.0,113581.0
Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,Giá trị còn lại của TSCĐ hữu hình đang chờ thanh lý,-,-,,
