row_label_raw,row_label_full,col_0,2015VND,2014VND,numeric__2015VND,numeric__2014VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,1.395.032.989.541,951.639.736.359,1395032989541.0,951639736359.0
Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán,,
Chi phí không được khẩu trừ thuế,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Chi phí không được khẩu trừ thuế,Chi phí không được khẩu trừ thuế,3.622.488.309,4.595.016.323,3622488309.0,4595016323.0
Phát sinh và hoàn nhập các khoản chênh lệch tạm thời,Các điều chỉnh tăng/(giảm) lợi nhuận kế toán > Phát sinh và hoàn nhập các khoản chênh lệch tạm thời,Phát sinh và hoàn nhập các khoản chênh lệch tạm thời,(3.409.774.292),(18.899.784),-3409774292.0,-18899784.0
Thu nhập không chịu thuế:,Thu nhập không chịu thuế:,Thu nhập không chịu thuế:,Thu nhập không chịu thuế:,Thu nhập không chịu thuế:,,
"▪ Thu nhập được chia từ hoạt động góp vốn, mua cổ phần","Thu nhập không chịu thuế: > ▪ Thu nhập được chia từ hoạt động góp vốn, mua cổ phần","▪ Thu nhập được chia từ hoạt động góp vốn, mua cổ phần",(67.483.579.521),(49.711.552.196),-67483579521.0,-49711552196.0
▪ Thu nhập từ hoạt động chế biến nông sản và hoạt động cây đất,Thu nhập không chịu thuế: > ▪ Thu nhập từ hoạt động chế biến nông sản và hoạt động cây đất,▪ Thu nhập từ hoạt động chế biến nông sản và hoạt động cây đất,(270.694.769.730),(7.008.966.641),-270694769730.0,-7008966641.0
Thu nhập chịu thuế trong năm,Thu nhập không chịu thuế: > Thu nhập chịu thuế trong năm,Thu nhập chịu thuế trong năm,1.057.067.354.307,899.495.334.061,1057067354307.0,899495334061.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
▪ Nhà máy Đường An Khê,Trong đó: > ▪ Nhà máy Đường An Khê,▪ Nhà máy Đường An Khê,1.010.887.916,95.878.861.039,1010887916.0,95878861039.0
▪ Nhà máy Đường Phổ Phong,Trong đó: > ▪ Nhà máy Đường Phổ Phong,▪ Nhà máy Đường Phổ Phong,22.441.464.682,16.008.361.823,22441464682.0,16008361823.0
▪ Nhà máy sữa đậu nành Vinasoy Quảng Ngãi,Trong đó: > ▪ Nhà máy sữa đậu nành Vinasoy Quảng Ngãi,▪ Nhà máy sữa đậu nành Vinasoy Quảng Ngãi,485.370.328.203,371.009.274.217,485370328203.0,371009274217.0
▪ Nhà máy sữa đậu nành Vinasoy Bắc Ninh,Trong đó: > ▪ Nhà máy sữa đậu nành Vinasoy Bắc Ninh,▪ Nhà máy sữa đậu nành Vinasoy Bắc Ninh,363.109.971.244,275.551.220.711,363109971244.0,275551220711.0
▪ Nhà máy bia Dung Quát,Trong đó: > ▪ Nhà máy bia Dung Quát,▪ Nhà máy bia Dung Quát,98.419.638.639,81.869.872.068,98419638639.0,81869872068.0
▪ Văn phòng Công ty tại Khu công nghiệp Quảng Phú,Trong đó: > ▪ Văn phòng Công ty tại Khu công nghiệp Quảng Phú,▪ Văn phòng Công ty tại Khu công nghiệp Quảng Phú,86.715.063.623,59.177.744.203,86715063623.0,59177744203.0
Thuế thu nhập doanh nghiệp theo thuế suất của Công ty,Trong đó: > Thuế thu nhập doanh nghiệp theo thuế suất của Công ty,Thuế thu nhập doanh nghiệp theo thuế suất của Công ty,209.438.632.445,178.957.428.730,209438632445.0,178957428730.0
Thuế thu nhập doanh nghiệp được miễn giảm theo Luật:,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật:,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật:,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật:,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật:,,
▪ Nhà máy đường An Khê,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật: > ▪ Nhà máy đường An Khê,▪ Nhà máy đường An Khê,-,(1.617.476.386),,-1617476386.0
▪ Nhà máy sữa đậu nành Quảng Ngãi,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật: > ▪ Nhà máy sữa đậu nành Quảng Ngãi,▪ Nhà máy sữa đậu nành Quảng Ngãi,(46.835.081.764),(10.782.457.032),-46835081764.0,-10782457032.0
▪ Nhà máy sữa đậu nành Bắc Ninh,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật: > ▪ Nhà máy sữa đậu nành Bắc Ninh,▪ Nhà máy sữa đậu nành Bắc Ninh,(21.301.120.242),-,-21301120242.0,
▪ Nhà máy bia Dung Quát,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật: > ▪ Nhà máy bia Dung Quát,▪ Nhà máy bia Dung Quát,(9.855.447.355),(1.726.021.578),-9855447355.0,-1726021578.0
▪ Văn phòng Công ty tại Khu công nghiệp Quảng Phú,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật: > ▪ Văn phòng Công ty tại Khu công nghiệp Quảng Phú,▪ Văn phòng Công ty tại Khu công nghiệp Quảng Phú,(6.500.704.772),(4.964.003.314),-6500704772.0,-4964003314.0
Thuế thu nhập doanh nghiệp được miễn giảm theo Luật,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật: > Thuế thu nhập doanh nghiệp được miễn giảm theo Luật,Thuế thu nhập doanh nghiệp được miễn giảm theo Luật,(84.492.354.133),(19.089.958.310),-84492354133.0,-19089958310.0
Chi phí thuế TNDN hiện hành:,Chi phí thuế TNDN hiện hành:,Chi phí thuế TNDN hiện hành:,Chi phí thuế TNDN hiện hành:,Chi phí thuế TNDN hiện hành:,,
▪ Nhà máy đường An Khê,Chi phí thuế TNDN hiện hành: > ▪ Nhà máy đường An Khê,▪ Nhà máy đường An Khê,222.395.342,15.593.929.717,222395342.0,15593929717.0
▪ Nhà máy đường Phổ Phong,Chi phí thuế TNDN hiện hành: > ▪ Nhà máy đường Phổ Phong,▪ Nhà máy đường Phổ Phong,3.383.940.862,3.237.915.296,3383940862.0,3237915296.0
▪ Nhà máy sữa đậu nành Quảng Ngãi,Chi phí thuế TNDN hiện hành: > ▪ Nhà máy sữa đậu nành Quảng Ngãi,▪ Nhà máy sữa đậu nành Quảng Ngãi,46.835.081.764,60.775.956.733,46835081764.0,60775956733.0
▪ Nhà máy sữa đậu nành Bắc Ninh,Chi phí thuế TNDN hiện hành: > ▪ Nhà máy sữa đậu nành Bắc Ninh,▪ Nhà máy sữa đậu nành Bắc Ninh,58.583.073.431,60.621.268.556,58583073431.0,60621268556.0
▪ Nhà máy bia Dung Quát,Chi phí thuế TNDN hiện hành: > ▪ Nhà máy bia Dung Quát,▪ Nhà máy bia Dung Quát,9.855.447.354,14.674.396.805,9855447354.0,14674396805.0
