row_label_raw,row_label_full,Ban Kiểm soát,Ông Nguyễn Đình Quế,Trường ban,numeric__Ông Nguyễn Đình Quế,numeric__Trường ban
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ông Nguyễn Thế Bình,Ủy viên,,
Ban Kiểm soát,Ban Kiểm soát,Ban Kiểm soát,Ông Nguyễn Thành Huy,Ủy viên,,
