row_label_raw,row_label_full,col_0,31/12/2015 > Khối lượng (Chỉ),31/12/2015 > Giá gốc VND,31/12/2015 > Giá trị ghi số VND,1/1/2015 > Khối lượng (Chỉ),1/1/2015 > Giá gốc VND,1/1/2015 > Giá trị ghi số VND,numeric__31/12/2015 > Khối lượng (Chỉ),numeric__31/12/2015 > Giá gốc VND,numeric__31/12/2015 > Giá trị ghi số VND,numeric__1/1/2015 > Khối lượng (Chỉ),numeric__1/1/2015 > Giá gốc VND,numeric__1/1/2015 > Giá trị ghi số VND
Vàng miếng SJC,Vàng miếng SJC,Vàng miếng SJC,4,13.020.000,13.020.000,4,13.980.000,13.980.000,4.0,13020000.0,13020000.0,4.0,13980000.0,13980000.0
Vàng nhân SJC,Vàng nhân SJC,Vàng nhân SJC,-,-,-,4,12.472.000,12.472.000,,,,4.0,12472000.0,12472000.0
,,,,13.020.000,13.020.000,,26.452.000,26.452.000,,13020000.0,13020000.0,,26452000.0,26452000.0
