row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2015 VND,2014 VND,numeric__Mã số,numeric__Thuyết minh,numeric__2015 VND,numeric__2014 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
Lợi nhuận trước thuế,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận trước thuế,Lợi nhuận trước thuế,01,,1.395.032.989.541,951.639.736.359,1.0,,1395032989541.0,951639736359.0
Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,Điều chỉnh cho các khoản,,,,,,,,
Khấu hao và phân bổ,Điều chỉnh cho các khoản > Khấu hao và phân bổ,Khấu hao và phân bổ,02,,346.217.700.560,324.363.618.757,2.0,,346217700560.0,324363618757.0
Các khoản dự phòng,Điều chỉnh cho các khoản > Các khoản dự phòng,Các khoản dự phòng,03,,(2.156.800.480),595.991.007,3.0,,-2156800480.0,595991007.0
Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Điều chỉnh cho các khoản > Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,Lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,,7.102.607.386,1.653.211.291,4.0,,7102607386.0,1653211291.0
Lãi từ hoạt động đầu tư,Điều chỉnh cho các khoản > Lãi từ hoạt động đầu tư,Lãi từ hoạt động đầu tư,05,,(119.367.440.241),(102.204.156.181),5.0,,-119367440241.0,-102204156181.0
Chi phí lãi vay,Điều chỉnh cho các khoản > Chi phí lãi vay,Chi phí lãi vay,06,,48.086.746.546,71.799.464.082,6.0,,48086746546.0,71799464082.0
Các khoản điều chỉnh khác,Điều chỉnh cho các khoản > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,07,,115.000.000.000,100.000.000.000,7.0,,115000000000.0,100000000000.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Điều chỉnh cho các khoản > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,,1.789.915.803.312,1.347.847.865.315,8.0,,1789915803312.0,1347847865315.0
Biến động các khoản phải thu,Điều chỉnh cho các khoản > Biến động các khoản phải thu,Biến động các khoản phải thu,09,,46.336.659.011,(450.495.303.770),9.0,,46336659011.0,-450495303770.0
Biến động hàng tồn kho,Điều chỉnh cho các khoản > Biến động hàng tồn kho,Biến động hàng tồn kho,10,,189.901.449.815,(97.400.379.100),10.0,,189901449815.0,-97400379100.0
Biến động các khoản phải trả và nợ phải trả khác,Điều chỉnh cho các khoản > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,,60.700.500.370,66.971.401.838,11.0,,60700500370.0,66971401838.0
Biến động chi phí trả trước,Điều chỉnh cho các khoản > Biến động chi phí trả trước,Biến động chi phí trả trước,12,,12.484.060.494,(425.228.370),12.0,,12484060494.0,-425228370.0
,,,,,2.099.338.473.002,866.498.355.913,,,2099338473002.0,866498355913.0
Tiền lãi vay đã trả,Điều chỉnh cho các khoản > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,,(48.401.234.686),(72.863.454.976),14.0,,-48401234686.0,-72863454976.0
Thuế thu nhập doanh nghiệp đã nộp,Điều chỉnh cho các khoản > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,,(143.683.797.499),(121.973.314.614),15.0,,-143683797499.0,-121973314614.0
Tiền thu khác từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền thu khác từ hoạt động kinh doanh,Tiền thu khác từ hoạt động kinh doanh,16,,1.107.654.290,1.025.661.891,16.0,,1107654290.0,1025661891.0
Tiền chi khác cho hoạt động kinh doanh,Điều chỉnh cho các khoản > Tiền chi khác cho hoạt động kinh doanh,Tiền chi khác cho hoạt động kinh doanh,17,,(19.404.114.864),(17.238.560.885),17.0,,-19404114864.0,-17238560885.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Điều chỉnh cho các khoản > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,1.888.956.980.243,655.448.687.329,20.0,,1888956980243.0,655448687329.0
