row_label_raw,row_label_full,col_0,Thời gian quá hạn,31/12/2015 > Giá gốc VND,31/12/2015 > Dự phòng VND,31/12/2015 > Giá trị có thể thu hồi VND,Thời gian quá hạn_1,1/1/2015 > Giá gốc VND,1/1/2015 > Dự phòng VND,1/1/2015 > Giá trị có thể thu hồi VND,numeric__Thời gian quá hạn,numeric__31/12/2015 > Giá gốc VND,numeric__31/12/2015 > Dự phòng VND,numeric__31/12/2015 > Giá trị có thể thu hồi VND,numeric__Thời gian quá hạn_1,numeric__1/1/2015 > Giá gốc VND,numeric__1/1/2015 > Dự phòng VND,numeric__1/1/2015 > Giá trị có thể thu hồi VND
Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,Nợ quá hạn,,,,,,,,
Công ty TNHH FEB,Nợ quá hạn > Công ty TNHH FEB,Công ty TNHH FEB,,-,-,-,5 năm,1.148.771.572,1.148.771.572,-,,,,,,1148771572.0,1148771572.0,
Công ty lắp máy và xây dựng 45/3 Phú Yên,Nợ quá hạn > Công ty lắp máy và xây dựng 45/3 Phú Yên,Công ty lắp máy và xây dựng 45/3 Phú Yên,,-,-,-,5 năm,725.050.441,725.050.441,-,,,,,,725050441.0,725050441.0,
Công ty Phát triển và năng lượng công nghệ,Nợ quá hạn > Công ty Phát triển và năng lượng công nghệ,Công ty Phát triển và năng lượng công nghệ,5 năm,750.000.000,750.000.000,-,5 năm,750.000.000,750.000.000,-,,750000000.0,750000000.0,,,750000000.0,750000000.0,
Khác,Nợ quá hạn > Khác,Khác,2-17 năm,9.884.038.758,8.720.748.501,1.163.290.257,2-16 năm,10.557.297.789,9.003.726.968,1.553.570.821,,9884038758.0,8720748501.0,1163290257.0,,10557297789.0,9003726968.0,1553570821.0
,,,,10.634.038.758,9.470.748.501,1.163.290.257,,13.181.119.802,11.627.548.981,1.553.570.821,,10634038758.0,9470748501.0,1163290257.0,,13181119802.0,11627548981.0,1553570821.0
