row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã phân loại lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã phân loại lại
Chiết khấu thương mại,Chiết khấu thương mại,Chiết khấu thương mại,3.961.311.482,-,3961311482.0,
Chi phí vận chuyển,Chi phí vận chuyển,Chi phí vận chuyển,4.264.744.454,-,4264744454.0,
Giá trị giải thưởng không có người trúng thưởng phải trả ngân sách nhà nước,Giá trị giải thưởng không có người trúng thưởng phải trả ngân sách nhà nước,Giá trị giải thưởng không có người trúng thưởng phải trả ngân sách nhà nước,2.006.955.750,-,2006955750.0,
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",2.525.123.461,4.420.291.987,2525123461.0,4420291987.0
Cổ tức phải trả,Cổ tức phải trả,Cổ tức phải trả,109.858.369.200,111.134.067.000,109858369200.0,111134067000.0
"Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",3.185.975.219,13.965.324.937,3185975219.0,13965324937.0
,,,125.802.479.566,129.519.683.924,125802479566.0,129519683924.0
