row_label_raw,row_label_full,col_0,1/1/2015 VND Đã phân loại lại,Tăng trong năm VND,Phân bổ trong năm VND,31/12/2015 VND,numeric__1/1/2015 VND Đã phân loại lại,numeric__Tăng trong năm VND,numeric__Phân bổ trong năm VND,numeric__31/12/2015 VND
Chi phí đất trả trước,Chi phí đất trả trước,Chi phí đất trả trước,94.557.806.737,78.695.184.950,(2.810.211.026),170.442.780.661,94557806737.0,78695184950.0,-2810211026.0,170442780661.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,2.960.095.460,5.643.401.672,(3.163.075.536),5.440.421.596,2960095460.0,5643401672.0,-3163075536.0,5440421596.0
"Vô chai, kết","Vô chai, kết","Vô chai, kết",4.748.101.397,20.330.582.055,(18.387.835.859),6.690.847.593,4748101397.0,20330582055.0,-18387835859.0,6690847593.0
Khác,Khác,Khác,3.361.386.097,10.594.127.875,(9.523.270.762),4.432.243.210,3361386097.0,10594127875.0,-9523270762.0,4432243210.0
,,,105.627.389.691,115.263.296.552,(33.884.393.183),187.006.293.060,105627389691.0,115263296552.0,-33884393183.0,187006293060.0
