row_label_raw,row_label_full,Ngân hàng TMCP Đầu tư và phát triển Việt Nam – Chi nhánh Quảng Ngãi (*) > Ngân hàng Nông nghiệp và phát triển Nông thôn Việt Nam – Chi nhánh Quảng Ngãi > Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Quảng Ngãi (*) > Ngân hàng Phát triển Việt Nam – Chi nhánh Quảng Ngãi,Loại tiền > VND,"Lãi suất năm > 5,4%",Năm đáo hạn > 2016 - 2018 > 2016 - 2017,31/12/2015 VND > 3.088.828.020 > 2.159.318.485 > 2.993.266.100 > 46.308.603.719,1/1/2015 VND > 4.118.437.364 > 2.467.792.554 > 3.993.266.100 > 69.466.603.719,numeric__Loại tiền > VND,"numeric__Lãi suất năm > 5,4%",numeric__Năm đáo hạn > 2016 - 2018 > 2016 - 2017,numeric__31/12/2015 VND > 3.088.828.020 > 2.159.318.485 > 2.993.266.100 > 46.308.603.719,numeric__1/1/2015 VND > 4.118.437.364 > 2.467.792.554 > 3.993.266.100 > 69.466.603.719
,,,,,,54.550.016.324,80.046.099.737,,,,54550016324.0,80046099737.0
Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),Khoản đến hạn trả trong vòng 12 tháng (a),(26.113.031.551),(25.804.557.482),,,,-26113031551.0,-25804557482.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,28.436.984.773,54.241.542.255,,,,28436984773.0,54241542255.0
