row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2025VND,2024VND,numeric__Tính chất giao dịch,numeric__2025VND,numeric__2024VND
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Khoản cho vay đã thu hồi,154.000.000.000,786.200.000.000,,154000000000.0,786200000000.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,7.370.547.944,14.740.489.317,,7370547944.0,14740489317.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Thanh toán lãi trái phiếu,185.536.607.001,457.932.613.008,,185536607001.0,457932613008.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Mua dịch vụ,54.001.593.148,14.091.837.917,,54001593148.0,14091837917.0
Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,Công ty con sở hữu gián tiếp,,,
"Công ty Cổ phần The CrownX, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần The CrownX, công ty con sở hữu gián tiếp","Công ty Cổ phần The CrownX, công ty con sở hữu gián tiếp",Mua dịch vụ,14.498.411.789,15.500.057.216,,14498411789.0,15500057216.0
"Công ty Cổ phần The CrownX, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần The CrownX, công ty con sở hữu gián tiếp","Công ty Cổ phần The CrownX, công ty con sở hữu gián tiếp",Chỉ phí chia sẻ cho Công ty,1.286.875.296,-,,1286875296.0,
"Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp",Mua hàng,87.499.152,57.497.386,,87499152.0,57497386.0
"Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp",Chỉ phí chia sẻ bởi Công ty,13.567.309.932,12.891.961.056,,13567309932.0,12891961056.0
"Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp","Công ty Cổ phần Hàng tiêu dùng Masan, công ty con sở hữu gián tiếp",Chỉ phí chia sẻ cho Công ty,1.107.820.351,1.035.759.721,,1107820351.0,1035759721.0
"Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp",Thanh toán lãi trái phiếu,-,822.706.880,,,822706880.0
"Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp",Mua hàng,8.448.921.316,6.691.227.844,,8448921316.0,6691227844.0
"Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp","Công ty Cổ phần Dịch vụ Thương mại Tổng hợp WinCommerce, công ty con sở hữu gián tiếp",Chỉ phí chia sẻ bởi Công ty,11.213.022.326,15.450.060.790,,11213022326.0,15450060790.0
"Công ty Cổ phần The Supra, công ty con sở hữu gián tiếp","Công ty con sở hữu gián tiếp > Công ty Cổ phần The Supra, công ty con sở hữu gián tiếp","Công ty Cổ phần The Supra, công ty con sở hữu gián tiếp",Chỉ phí chia sẻ bởi Công ty,1.357.200.000,-,,1357200000.0,
