row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,2025VND,2024VND,numeric__Tính chất giao dịch,numeric__2025VND,numeric__2024VND
Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,Công ty con sở hữu trực tiếp,,,
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Góp vốn,-,510.000.000.000,,,510000000000.0
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Khoản cho vay đã cấp,16.729.000.000.000,4.617.350.000.000,,16729000000000.0,4617350000000.0
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Khoản cho vay đã thu hồi,12.105.350.000.000,1.681.600.000.000,,12105350000000.0,1681600000000.0
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Thu nhập lãi từ các khoản cho vay đã cấp,431.236.801.101,148.837.501.618,,431236801101.0,148837501618.0
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Thanh toán lãi trái phiếu,114.657.060.620,-,,114657060620.0,
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Chỉ phí chia sẻ cho Công ty,1.120.658.148,-,,1120658148.0,
"Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp","Công ty TNHH The SHERPA, công ty con sở hữu trực tiếp",Chỉ phí chia sẻ bởi Công ty,357.613.407,580.377.650,,357613407.0,580377650.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Góp vốn,-,2.483.000.000.000,,,2483000000000.0
"Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty con sở hữu trực tiếp > Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp","Công ty TNHH Zenith Investment, công ty con sở hữu trực tiếp",Khoản cho vay đã cấp,1.169.000.000.000,433.000.000.000,,1169000000000.0,433000000000.0
