row_label_raw,row_label_full,col_0,31/12/2025 > Chênh lệch tạm thời VND,31/12/2025 > Giá trị tính thuế VND,1/1/2025 > Chênh lệch tạm thời VND,1/1/2025 > Giá trị tính thuế VND,numeric__31/12/2025 > Chênh lệch tạm thời VND,numeric__31/12/2025 > Giá trị tính thuế VND,numeric__1/1/2025 > Chênh lệch tạm thời VND,numeric__1/1/2025 > Giá trị tính thuế VND
Các chênh lệch tạm thời được khấu trừ,Các chênh lệch tạm thời được khấu trừ,Các chênh lệch tạm thời được khấu trừ,1.291.930.597.705,258.386.119.541,1.944.944.409.992,388.988.881.998,1291930597705.0,258386119541.0,1944944409992.0,388988881998.0
Số lỗ được khấu trừ,Số lỗ được khấu trừ,Số lỗ được khấu trừ,1.982.595.681.558,396.519.136.312,1.679.655.677.290,335.931.135.458,1982595681558.0,396519136312.0,1679655677290.0,335931135458.0
,,,3.274.526.279.263,654.905.255.853,3.624.600.087.282,724.920.017.456,3274526279263.0,654905255853.0,3624600087282.0,724920017456.0
